,ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
1718,600036.SH,20120817,15761,1576.45,32116,3213.22,51753,5175.79,72947,7297.71,95267,9531.95,85420,8545.73,60460,6051.52,32758,3279.05,23149,2321.93
1717,600036.SH,20120820,50701,5002.4,19721,1947.06,71681,7075.09,77211,7625.7,90990,8978.42,81723,8061.63,37604,3713.39,72320,7134.9,-16323,-1609.89
1716,600036.SH,20120821,68840,6769.07,39740,3908.37,102797,10110.37,118299,11634.94,141794,13954.89,120643,11881.32,50961,5018.85,85709,8428.55,-66656,-6545.36
1715,600036.SH,20120822,55794,5493.36,56882,5605.25,65199,6420.11,99905,9841.8,142248,14009.4,129716,12776.72,70004,6896.31,46740,4595.43,51081,5047.03
1714,600036.SH,20120823,41691,4137.33,42122,4185.05,72247,7168.67,114556,11375.84,211123,20967.07,131391,13044.42,42642,4228.97,79635,7896.72,30821,3069.28
1713,600036.SH,20120824,28857,2868.68,52223,5196.37,52478,5217.1,71087,7072.93,196882,19579.69,147419,14661.25,50612,5036.98,58101,5771.91,62283,6218.81
1712,600036.SH,20120827,38349,3778.35,34908,3445.45,115479,11391.29,102362,10109.78,101558,10028.62,89325,8815.8,39841,3927.44,68632,6754.68,2645,282.02
1711,600036.SH,20120828,34859,3475.99,41661,4150.87,91098,9076.88,124972,12459.18,86305,8590.56,101455,10099.35,118753,11851.75,62927,6285.79,48154,4808.07
1710,600036.SH,20120829,22992,2303.93,31966,3204.25,36064,3613.34,77800,7796.89,62122,6225.82,84172,8435.32,137183,13743.57,64423,6450.2,-32327,-3232.83
1709,600036.SH,20120830,26350,2659.73,62493,6310.97,98719,9959.88,118031,11913.64,109092,11009.45,130366,13154.82,172132,17377.96,95404,9627.59,62567,6327.36
1708,600036.SH,20120831,30275,3073.85,39546,4016.82,59392,6030.79,86203,8755.48,56291,5710.95,93664,9507.97,146914,14925.16,73458,7460.46,-84367,-8555.43
1707,600036.SH,20120903,51969,5218.32,37703,3788.87,148519,14919.86,192444,19329.74,91073,9148.07,94137,9455.09,80849,8123.37,48125,4835.93,-77116,-7733.18
1706,600036.SH,20120904,69885,6909.41,40918,4046.07,127788,12636.74,130304,12893.4,133999,13264.46,135629,13426.02,107358,10622.68,132178,13067.8,-90232,-8900.04
1705,600036.SH,20120905,77522,7493.69,40809,3946.48,124818,12065.42,160893,15559.25,171197,16565.93,177513,17177.69,254007,24539.89,248329,23981.51,-149440,-14445.91
1704,600036.SH,20120906,44263,4284.08,34609,3351.5,82825,8018.13,97173,9408.08,142682,13810.39,123947,11993.29,123941,11985.65,137981,13345.37,-41831,-4037.74
1703,600036.SH,20120907,61438,6139.24,102124,10238.79,325176,32624.97,277699,27809.08,256408,25624.7,264694,26505.23,302776,30419.76,301282,30255.56,80660,8069.28
1702,600036.SH,20120910,62359,6283.59,58381,5888.81,111517,11241.74,118511,11952.01,114977,11582.77,139220,14036.92,243830,24600.21,216570,21830.57,-9267,-898.51
1701,600036.SH,20120911,51161,5144.92,53504,5383.23,68421,6889.79,104531,10513.44,64426,6478.52,94426,9497.61,160376,16117.29,91924,9236.24,-30146,-2998.54
1700,600036.SH,20120912,30817,3119.1,29654,3008.58,74625,7558.46,93289,9457.03,60775,6159.35,93135,9439.66,167449,16963.85,117587,11895.49,-60816,-6156.88
1699,600036.SH,20120913,25907,2619.36,49044,4974.04,72734,7362.44,92698,9391.14,72720,7356.8,114669,11604.88,254987,25834.68,169938,17203.21,44225,4511.87
1698,600036.SH,20120914,36114,3697.58,70726,7243.38,171532,17557.79,183147,18754.41,131513,13465.8,147911,15141.89,232763,23827.16,170137,17408.65,116027,11920.44
1697,600036.SH,20120917,29145,2969.03,40632,4141.19,120810,12315.12,125428,12784.32,86401,8804.39,126940,12943.28,235493,24011.31,178851,18231.06,-27937,-2823.11
1696,600036.SH,20120918,29192,2932.99,22778,2291.69,63834,6415.05,81287,8178.83,69220,6959.59,92867,9338.11,141878,14277.14,107192,10776.15,-102202,-10270.34
1695,600036.SH,20120919,66301,6559.53,24676,2444.46,108930,10780.32,103298,10232.92,124861,12362.23,121679,12046.1,65768,6513.91,116206,11492.51,-85054,-8414.48
1694,600036.SH,20120920,47055,4612.22,27774,2725.09,84338,8273.94,116386,11430.48,106995,10486.23,74921,7345.14,76716,7524.53,96023,9396.22,-80915,-7915.58
1693,600036.SH,20120921,32589,3187.08,31716,3106.28,68363,6688.51,119215,11674.28,89302,8745.94,89730,8794.22,143540,14085.69,93135,9132.44,-43223,-4227.97
1692,600036.SH,20120924,23776,2324.98,25575,2505.42,92564,9064.4,137103,13417.32,150870,14757.26,107525,10521.72,71328,6967.12,68334,6669.3,-14804,-1410.94
1691,600036.SH,20120925,14552,1432.45,22542,2220.4,46646,4594.53,71838,7073.32,73186,7206.1,47979,4725.9,50408,4956.58,42432,4170.05,-7470,-721.78
1690,600036.SH,20120926,46360,4557.62,33224,3273.31,50811,4995.07,71877,7077.52,111173,10924.03,141959,13946.46,116800,11496.5,78083,7675.92,-31032,-3037.56
1689,600036.SH,20120927,36527,3648.79,56790,5686.84,195339,19580.05,194215,19449.17,150415,15044.95,141441,14142.83,122777,12294.82,112613,11289.77,56455,5636.78
1688,600036.SH,20120928,38410,3865.69,51673,5215.96,128707,12958.91,167666,16872.34,123772,12456.23,103957,10486.29,98342,9945.63,65935,6651.88,29615,3053.32
1687,600036.SH,20121008,36354,3708.32,48706,4985.09,67569,6892.41,124607,12724.99,106072,10843.77,93561,9573.58,120089,12325.3,63210,6486.14,1434,193.43
1686,600036.SH,20121009,27971,2882.36,52457,5411.28,205221,21169.5,172762,17823.27,107337,11068.9,117094,12079.33,91996,9498.63,90212,9305.51,60915,6301.77
1685,600036.SH,20121010,29204,2984.44,22544,2305.1,71978,7357.72,64372,6581.2,79046,8080.15,92483,9455.2,53385,5459.81,54215,5540.62,-51054,-5211.23
1684,600036.SH,20121011,40138,4091.42,34233,3491.9,95158,9689.88,100188,10196.2,73685,7502.25,61187,6235.47,32413,3302.93,45786,4662.9,19083,1972.54
1683,600036.SH,20121012,37893,3911.81,61793,6390.4,143142,14790.63,144673,14951.75,102161,10562.17,129447,13379.54,117531,12164.37,64814,6707.28,63764,6610.94
1682,600036.SH,20121015,32614,3356.72,23862,2457.12,53851,5543.24,56980,5867.24,50725,5222.89,48448,4990.17,22875,2354.8,30774,3163.11,-1150,-112.32
1681,600036.SH,20121016,31851,3278.73,27736,2861.82,87712,9031.45,91953,9481.45,71193,7331.37,62052,6390.65,39086,4032.73,48102,4940.35,-8316,-821.55
1680,600036.SH,20121017,20731,2144.17,32103,3324.45,97806,10112.46,108553,11230.22,99950,10333.84,100424,10384.18,77167,7995.85,54575,5647.47,27646,2867.2
1679,600036.SH,20121018,34637,3627.25,62142,6512.88,94185,9853.32,118117,12368.79,120816,12650.87,107453,11253.46,125789,13186.53,87716,9182.84,57563,6042.23
1678,600036.SH,20121019,40220,4207.3,29508,3089.38,68140,7125.85,82882,8674.61,106361,11127.63,73257,7665.47,23929,2501.77,53002,5533.09,-11999,-1237.38
1677,600036.SH,20121022,23632,2472.11,32344,3388.47,66723,6991.35,83708,8772.32,128121,13430.14,109406,11462.23,69105,7232.94,62123,6503.51,74303,7797.74
1676,600036.SH,20121023,32861,3454.29,47958,5043.99,71176,7482.96,68844,7241.69,95737,10075.58,92625,9750.4,69175,7288.54,59522,6265.3,19380,2070.21
1675,600036.SH,20121024,18893,1974.88,21150,2211.02,56382,5893.39,40665,4250.49,91377,9554.22,69243,7239.11,49597,5182.15,85191,8904.01,21637,2272.15
1674,600036.SH,20121025,21455,2235.76,21156,2206.13,65430,6818.02,65034,6787.45,64412,6718.93,61429,6403.84,44261,4620.47,47939,4995.75,-16396,-1695.35
1673,600036.SH,20121026,36333,3728.03,22862,2350.98,73977,7603.38,89077,9134.55,93353,9591.3,89906,9240.86,43031,4405.67,44848,4602.0,-59791,-6117.13
1672,600036.SH,20121029,37942,3847.25,19039,1931.01,91082,9248.61,89978,9139.77,62583,6343.85,54851,5564.64,32257,3273.03,59997,6077.31,-48778,-4934.46
1671,600036.SH,20121030,50393,5071.2,23312,2352.53,123906,12480.08,128852,12981.22,92166,9283.03,77452,7799.7,40182,4048.31,77032,7749.17,-9079,-884.64
1670,600036.SH,20121031,40943,4124.99,28069,2828.0,64787,6527.4,71325,7186.6,74665,7522.52,68595,6911.81,29581,2978.62,41986,4227.13,4917,501.78
1669,600036.SH,20121101,26704,2739.86,68225,7015.46,95382,9818.36,93508,9620.79,142355,14620.99,135228,13884.39,156148,16024.43,123629,12683.0,70300,7203.37
1668,600036.SH,20121102,24638,2541.72,30938,3192.98,64274,6634.34,75077,7755.61,137017,14159.43,85189,8795.45,58585,6052.76,93308,9644.21,53967,5587.64
1667,600036.SH,20121105,20502,2132.47,48315,5028.18,54380,5659.5,79978,8326.63,128479,13377.4,86863,9045.08,59246,6163.57,47452,4933.05,12852,1349.05
1666,600036.SH,20121106,28741,2962.04,34721,3583.48,75037,7743.11,100263,10347.94,112244,11592.07,89199,9210.16,40147,4142.95,31986,3298.61,-5710,-567.59
1665,600036.SH,20121107,19723,2033.54,23786,2454.21,63915,6594.01,78917,8143.1,46242,4768.43,46714,4817.79,35294,3645.42,15755,1626.3,-37184,-3829.18
1664,600036.SH,20121108,24217,2476.54,25442,2605.46,65015,6656.96,59992,6146.25,63923,6546.08,55298,5661.3,30653,3139.25,43075,4405.83,-22374,-2281.33
1663,600036.SH,20121109,21959,2240.45,25370,2589.16,33196,3386.42,49329,5034.52,79921,8154.41,79596,8122.69,75358,7694.3,56140,5729.2,10970,1130.65
1662,600036.SH,20121112,25782,2639.89,24305,2489.68,80397,8233.18,88789,9094.02,96134,9847.16,81113,8310.37,50861,5214.78,58967,6040.92,4899,513.48
1661,600036.SH,20121113,43946,4442.5,25142,2544.06,84125,8505.8,80375,8132.4,44977,4551.17,57283,5796.0,23388,2369.95,33636,3396.96,-43852,-4433.87
1660,600036.SH,20121114,21448,2159.52,23540,2370.38,81390,8199.71,54663,5509.28,39946,4022.57,38517,3878.73,16614,1674.15,42678,4297.57,9924,1004.56
1659,600036.SH,20121115,26652,2674.5,18468,1853.39,50475,5064.52,47488,4764.95,50402,5058.0,45877,4603.95,23428,2353.04,39123,3927.76,-23911,-2391.52
1658,600036.SH,20121116,48325,4807.08,33695,3353.98,73253,7288.83,61964,6165.99,67009,6665.08,88222,8769.03,25719,2557.22,30424,3029.22,-39981,-3962.84
1657,600036.SH,20121119,31472,3122.22,26239,2604.24,69297,6877.75,56791,5640.21,53933,5353.23,58645,5820.77,18450,1831.44,31478,3119.43,-27458,-2718.66
1656,600036.SH,20121120,46304,4568.2,13183,1303.61,75931,7497.86,62218,6158.01,66030,6520.53,61721,6093.1,27155,2688.17,78297,7720.04,-20727,-2036.58
1655,600036.SH,20121121,28697,2831.86,21315,2104.01,108114,10661.28,103245,10183.3,60071,5929.92,52188,5148.18,25462,2509.96,45596,4497.53,-19395,-1900.24
1654,600036.SH,20121122,25943,2566.67,13233,1309.55,62328,6166.5,57137,5653.92,40051,3962.33,45130,4464.44,26389,2611.18,39211,3878.77,-19030,-1877.4
1653,600036.SH,20121123,34933,3488.45,33047,3301.71,61712,6154.7,78062,7795.05,83434,8329.12,89701,8954.87,103750,10362.47,83018,8283.11,40397,4042.34
1652,600036.SH,20121126,58192,5810.12,30487,3043.75,74181,7404.96,72099,7192.13,25530,2547.13,36095,3603.06,28249,2816.09,47472,4739.37,7818,792.02
1651,600036.SH,20121127,55148,5515.5,25013,2501.33,82349,8231.45,52983,5297.4,74043,7403.35,82218,8219.34,101772,10176.71,153097,15308.94,-3093,-303.28
1650,600036.SH,20121128,20781,2076.23,44514,4448.43,120097,12001.57,73974,7391.77,70469,7041.04,75367,7530.08,70413,7039.4,87905,8787.96,14121,1419.57
1649,600036.SH,20121129,20787,2077.31,23090,2308.79,107927,10794.17,71666,7169.13,35550,3553.0,52967,5294.41,17867,1785.06,34407,3437.22,44095,4413.18
1648,600036.SH,20121130,33098,3300.17,26147,2610.35,86705,8646.86,91115,9097.05,103834,10363.74,124264,12399.29,89154,8898.43,71266,7102.51,-15998,-1581.69
1647,600036.SH,20121203,42548,4214.58,32705,3244.66,126415,12535.71,87472,8686.0,113150,11210.35,113969,11293.04,68202,6750.26,116170,11487.2,8839,872.91
1646,600036.SH,20121204,29441,2930.85,30446,3031.78,96197,9573.67,73627,7333.09,84961,8457.76,100891,10043.0,28734,2863.65,34371,3418.05,35708,3559.65
1645,600036.SH,20121205,111630,11556.9,186406,19287.68,212911,22000.04,353700,36556.01,308411,31842.44,295285,30462.75,449236,46395.47,246796,25488.41,174547,18002.39
1644,600036.SH,20121206,59814,6253.47,91661,9596.39,107360,11222.24,156122,16342.05,216473,22646.87,194170,20307.85,274791,28799.56,216486,22675.86,125915,13234.85
1643,600036.SH,20121207,106600,11423.21,183812,19708.77,187893,20133.07,333483,35750.97,426287,45719.53,360395,38611.63,398554,42570.08,241645,25774.53,185136,19848.41
1642,600036.SH,20121210,112085,12247.25,159372,17446.37,214694,23451.91,303344,33198.65,443999,48594.09,379745,41508.12,419349,45821.49,347666,37961.61,87933,9648.9
1641,600036.SH,20121211,61603,6755.86,88859,9753.19,113359,12439.29,153136,16810.24,223184,24493.27,231237,25375.79,303305,33314.24,228218,25063.43,46361,5134.0
1640,600036.SH,20121212,77668,8617.7,95721,10630.39,154501,17124.48,162340,18015.89,287994,31942.81,200496,22256.16,157106,17438.95,218712,24221.5,136042,15105.72
1639,600036.SH,20121213,83886,9200.62,70011,7678.53,167555,18354.94,178227,19537.63,168138,18434.29,211121,23143.7,136261,14948.38,96482,10578.37,-28737,-3098.92
1638,600036.SH,20121214,138475,15857.3,264495,30292.2,294510,33648.27,397770,45479.52,460505,52567.05,488953,55797.23,756541,86374.41,498812,56878.07,413970,47397.66
1637,600036.SH,20121217,111976,13156.12,131355,15447.99,343732,40384.35,290922,34202.53,333660,39251.26,341373,40149.43,354308,41709.85,380026,44701.63,8451,1031.56
1636,600036.SH,20121218,101865,12134.45,191329,22821.36,267773,31866.43,365008,43485.99,409861,48860.25,316709,37717.75,454301,54126.34,360753,42962.37,230065,27568.48
1635,600036.SH,20121219,87672,10476.57,125320,14991.43,366523,43773.68,292357,34950.94,261032,31226.52,307544,36772.63,238284,28535.6,228291,27297.37,120078,14415.59
1634,600036.SH,20121220,74711,8909.82,121171,14467.33,385705,45953.31,248262,29614.62,179584,21430.16,223295,26637.17,187523,22396.3,234795,27970.46,165195,19771.55
1633,600036.SH,20121221,72285,8653.96,99172,11890.29,387667,46452.01,259037,31043.99,174276,20862.02,197200,23634.61,127985,15340.08,206806,24739.17,89647,10803.09
1632,600036.SH,20121224,96905,11892.77,171858,21106.24,391448,48052.14,304694,37398.86,258278,31644.65,290455,35627.34,349025,42963.87,328649,40420.99,261732,32213.16
1631,600036.SH,20121225,131537,16663.46,224251,28358.14,408892,51484.95,315516,39846.93,315572,39881.42,292794,36965.76,473924,59902.67,497363,62761.67,417070,52464.69
1630,600036.SH,20121226,97835,12552.56,110868,14231.28,326468,41917.1,258485,33167.94,236432,30345.46,248524,31893.14,217441,27930.7,260299,33453.46,43506,5636.17
1629,600036.SH,20121227,123234,15789.32,130261,16724.09,415347,53334.83,227834,29270.5,171772,22036.6,224407,28803.77,152430,19529.97,280281,35892.35,-13183,-1524.95
1628,600036.SH,20121228,89252,11469.24,133068,17125.56,334344,42903.98,228472,29373.37,182791,23473.22,213171,27365.61,242786,31258.13,274462,35240.04,187054,24093.26
1627,600036.SH,20121231,155794,20811.58,242554,32484.09,426618,57059.83,412529,55253.59,444932,59398.32,388583,52015.32,509325,68746.47,493001,66263.2,422294,56859.09
1626,600036.SH,20130104,167965,22818.82,125313,17035.04,441901,60021.62,313424,42627.89,397817,54058.98,430388,58510.44,492653,67055.6,631212,85781.65,41311,5601.09
1625,600036.SH,20130107,100305,13611.73,116417,15818.05,276985,37616.28,228046,30996.26,288808,39186.8,258632,35094.59,328598,44576.15,391600,53082.05,80963,11069.02
1624,600036.SH,20130108,116129,15780.24,126335,17182.2,384055,52201.18,296039,40258.85,320389,43568.2,324617,44116.61,212783,28898.96,286366,38890.91,60611,8349.71
1623,600036.SH,20130109,105266,14180.88,125421,16914.46,470990,63554.39,263979,35602.91,233376,31421.19,232120,31293.13,155959,21054.05,344071,46400.01,108949,14771.19
1622,600036.SH,20130110,95674,12972.17,100723,13675.79,368070,49964.38,252792,34310.13,234633,31865.14,240075,32579.03,194316,26401.04,299105,40637.77,154637,21110.14
1621,600036.SH,20130111,83471,11194.08,96501,12971.33,425142,57352.3,244980,33014.03,212374,28489.68,254213,34175.32,199414,26700.47,324708,43575.84,9219,1396.54
1620,600036.SH,20130114,121137,16570.42,174609,23907.98,482485,65850.97,392566,53652.04,454602,62191.36,376492,51423.59,520435,71398.05,634991,87027.21,345367,47382.18
1619,600036.SH,20130115,111074,15285.48,104104,14344.3,474352,65322.4,313970,43243.64,288449,39687.42,359193,49462.48,193325,26648.49,289933,39893.36,767,183.1
1618,600036.SH,20130116,101023,13736.9,92183,12575.14,322710,44016.22,275311,37531.93,224941,30626.92,262961,35829.4,254324,34747.76,272545,37191.33,-84986,-11511.31
1617,600036.SH,20130117,124532,16565.4,82465,10987.06,263794,35138.18,221145,29482.53,222165,29574.1,243214,32389.97,560008,74582.56,623674,83000.69,-96328,-12722.39
1616,600036.SH,20130118,104725,13980.4,77800,10405.75,407846,54477.08,209948,28065.8,298698,39931.8,230482,30809.82,296804,39648.08,589843,78755.99,49261,6674.0
1615,600036.SH,20130121,81658,11031.33,98141,13275.67,384757,51901.96,334023,45133.51,342926,46328.4,390824,52794.49,339459,45964.02,325811,44022.04,67186,9139.74
1614,600036.SH,20130122,159778,22065.87,224056,31049.13,432240,59434.9,543247,75003.9,521584,71948.19,525600,72568.09,643924,89076.18,464623,63904.03,160966,22699.49
1613,600036.SH,20130123,112522,15658.24,158885,22130.26,379582,52801.66,286903,39960.64,245027,34114.39,244271,34018.74,157588,22012.92,204660,28477.58,66844,9431.44
1612,600036.SH,20130124,215877,30169.48,170964,24124.51,543692,76190.52,527016,74313.5,594646,83352.26,475493,66694.56,610636,85929.23,791379,110508.92,2743,1129.89
1611,600036.SH,20130125,99014,13430.64,96572,13119.55,293974,39940.81,189064,25712.22,250936,34055.15,238334,32377.21,261946,35522.48,381901,51740.1,-62443,-8418.01
1610,600036.SH,20130128,135231,19014.03,191535,26932.0,335734,47142.8,468932,65959.97,476465,66904.75,566016,79574.11,569536,80031.2,290482,40626.69,238836,33627.31
1609,600036.SH,20130129,184829,26630.94,238287,34460.97,409535,58903.65,615762,88602.3,477333,68629.48,562727,81106.49,834559,120501.5,489479,70495.81,193568,28352.09
1608,600036.SH,20130130,182161,26159.77,126455,18168.89,340815,48960.34,338848,48706.5,354308,50895.63,320660,46100.88,400855,57673.26,492175,70712.72,-197766,-28383.88
1607,600036.SH,20130131,129772,18439.24,111292,15850.25,420186,59826.69,302811,43151.01,346580,49264.41,300260,42747.66,266108,37770.56,448284,63551.98,-46531,-6500.13
1606,600036.SH,20130201,148053,21480.88,201567,29332.49,486417,70375.89,426804,61910.37,492663,71400.55,501456,72685.1,562065,81905.79,559371,81235.14,237848,34898.03
1605,600036.SH,20130204,203901,30002.52,168859,24894.39,512561,75521.47,400608,59084.68,482097,71068.08,441903,65194.41,461131,68239.48,648319,95658.08,-83054,-11969.88
1604,600036.SH,20130205,157424,22587.83,126947,18219.98,475673,68294.37,356833,51229.18,348065,49955.44,333037,47798.31,233336,33484.23,397680,57074.39,-48698,-6912.81
1603,600036.SH,20130206,132534,18944.27,97357,13954.26,309539,44320.14,239394,34297.62,264073,37759.65,266946,38188.85,229144,32774.13,331593,47357.46,-5973,-736.3
1602,600036.SH,20130207,184153,25816.64,133131,18705.77,418886,58837.68,334070,46951.61,627492,88239.38,481937,67774.94,397646,55844.39,679040,95305.76,-150824,-21158.95
1601,600036.SH,20130208,97924,13750.73,92723,13042.12,285106,40056.81,223132,31389.22,414490,58273.98,271511,38174.83,141777,19909.19,351931,49384.54,29761,4235.42
1600,600036.SH,20130218,107704,15141.11,81597,11485.23,407357,57297.11,289309,40712.77,235896,33151.56,242924,34176.13,113436,15966.85,250564,35182.5,-22082,-3050.28
1599,600036.SH,20130219,100945,14013.12,86900,12080.22,416186,57861.22,245949,34202.64,204551,28444.74,252392,35102.77,80844,11228.24,217284,30161.69,-12783,-1699.0
1598,600036.SH,20130220,129652,17620.67,108189,14744.97,426468,57976.6,304031,41400.46,258591,35158.32,388224,52817.45,293414,40157.34,307682,41950.06,74427,10372.29
1597,600036.SH,20130221,218406,28976.72,149952,19932.9,534287,70976.62,417318,55508.68,288090,38256.39,359621,47817.61,265022,35317.99,378914,50268.53,-146287,-19330.27
1596,600036.SH,20130222,127868,16823.64,95117,12521.9,221592,29183.34,191165,25189.45,228475,30084.11,276997,36492.81,235360,30984.93,250016,32871.86,-141714,-18634.4
1595,600036.SH,20130225,128662,16829.28,74268,9724.4,213648,27967.35,187589,24553.59,208995,27367.68,236341,30950.04,158500,20761.87,211607,27698.16,-87130,-11326.24
1594,600036.SH,20130226,328583,42631.23,210616,27402.46,554292,71983.46,467911,60867.31,698537,90777.14,705418,91629.72,672842,87533.32,870309,113025.66,-171823,-21809.53
1593,600036.SH,20130227,203433,25993.26,151478,19387.25,356421,45571.82,322299,41250.3,403192,51576.71,464695,59481.06,478090,61177.95,502664,64201.13,-96958,-12233.82
1592,600036.SH,20130228,208776,27239.58,221119,28930.82,446518,58204.74,411053,53655.1,510919,66662.11,483829,63055.7,530649,69226.14,580861,75690.95,248707,32553.02
1591,600036.SH,20130301,224488,29368.48,159112,20838.71,358458,46934.72,356234,46664.35,357459,46849.47,357034,46797.68,339035,44445.75,407059,53297.69,-210698,-27563.88
1590,600036.SH,20130304,306029,38432.1,157128,19784.03,523604,66054.72,325991,41189.64,557472,70396.65,502885,63457.51,360769,45337.97,761869,95790.26,-351310,-44101.05
1589,600036.SH,20130305,215032,27681.84,315632,40857.56,599258,76443.99,628477,80934.94,526262,67826.17,612204,78933.85,710185,92583.51,494425,63809.17,176911,23485.51
1588,600036.SH,20130306,155498,20851.75,186830,25091.63,290389,38939.79,392063,52641.29,378295,50696.39,467808,62728.35,705291,94523.56,482773,64550.21,37492,5282.26
