,ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
925,600036.SH,20151211,191936,32384.26,106886,18059.88,300845,50768.82,250654,42315.74,387961,65510.62,296990,50196.07,261114,44057.25,487327,82149.26,-418916,-70613.17
924,600036.SH,20151214,128322,21459.8,99789,16763.79,252786,42304.07,248673,41693.01,341787,57206.95,263280,44168.44,218522,36598.46,329675,54944.05,-190904,-31653.0
923,600036.SH,20151215,61417,10438.49,89649,15240.3,94632,16083.49,120858,20545.31,144080,24494.12,133039,22617.51,161449,27433.22,118033,20046.2,-48477,-8229.0
922,600036.SH,20151216,77314,13098.71,57934,9816.97,104323,17679.88,110846,18784.75,79599,13492.7,83776,14200.48,46609,7894.31,55290,9363.4,-86535,-14651.71
921,600036.SH,20151217,82982,14152.37,86377,14736.54,173484,29587.01,143221,24431.49,149506,25495.1,172206,29370.95,95939,16372.71,100107,17068.19,-75766,-12901.61
920,600036.SH,20151218,174618,30710.14,281752,49761.5,306346,53897.73,459376,81072.32,336568,59161.21,354528,62538.3,752333,132878.33,474210,83275.27,350623,62057.07
919,600036.SH,20151221,149548,26959.89,251183,45423.88,256894,46239.75,397958,71830.42,386049,69320.33,386728,69683.74,733409,132361.38,490031,87943.31,302462,54829.65
918,600036.SH,20151222,67590,12309.73,91591,16684.49,146090,26606.98,201411,36683.08,229741,41837.53,272361,49598.93,496623,90444.67,374682,68232.42,-2858,-458.55
917,600036.SH,20151223,112313,20671.02,143566,26467.18,237479,43712.34,280319,51646.55,381131,70223.87,389379,71754.04,357500,65949.18,275159,50688.64,91891,17049.29
916,600036.SH,20151224,56553,10254.07,56462,10242.19,99950,18127.01,109022,19778.51,122306,22180.04,121937,22120.22,95279,17278.59,86667,15698.79,-26244,-4723.58
915,600036.SH,20151225,71033,12986.66,63344,11586.35,108945,19921.61,117848,21553.59,151678,27744.92,193552,35399.74,157407,28796.67,114318,20910.18,75554,13846.66
914,600036.SH,20151228,106801,19204.73,67107,12071.96,135637,24396.29,128125,23040.61,159464,28675.59,157364,28276.66,85473,15346.45,134779,24233.83,-101537,-18253.47
913,600036.SH,20151229,54088,9641.24,51049,9104.93,100012,17832.43,127760,22779.03,131325,23411.12,114787,20461.72,80349,14312.62,72177,12851.73,7476,1356.49
912,600036.SH,20151230,82325,14616.68,98478,17616.39,117710,20936.44,159737,28579.38,164074,29243.11,222105,39708.92,348526,62765.58,232315,41657.11,87891,16086.24
911,600036.SH,20151231,70249,12685.84,88764,16077.41,109228,19731.37,135965,24623.92,155683,28135.95,206622,37421.79,386454,70264.84,290263,52694.89,136815,25022.65
910,600036.SH,20160104,89888,15677.58,58398,10186.19,120503,21013.83,85172,14858.85,110747,19287.76,106679,18615.2,52267,9078.16,123157,21397.1,-81601,-14204.67
909,600036.SH,20160105,78341,13545.06,72367,12525.25,159067,27504.39,162710,28144.64,132075,22828.92,144849,25052.6,146275,25336.06,135833,23491.94,-55848,-9580.76
908,600036.SH,20160106,55917,9640.98,50673,8740.57,90103,15539.82,96562,16656.27,107929,18619.46,110657,19089.28,65878,11364.29,61935,10678.42,8919,1547.89
907,600036.SH,20160107,22041,3727.01,13633,2306.06,35318,5968.34,27909,4716.22,48428,8180.36,42950,7250.88,94028,15715.23,115324,19317.78,-39273,-6577.73
906,600036.SH,20160108,112694,18983.21,96883,16328.38,202761,34169.63,223506,37701.17,175178,29507.42,191139,32199.21,117183,19770.16,96288,16201.67,-77636,-13046.57
905,600036.SH,20160111,128134,20967.27,83576,13690.72,225775,36963.67,186762,30626.24,186139,30462.48,200938,32897.69,114843,18794.86,183616,29973.62,-114717,-18680.24
904,600036.SH,20160112,84293,13521.36,67967,10905.48,158103,25373.32,165047,26487.54,138953,22288.43,108653,17435.77,86913,13938.74,126595,20293.05,-63257,-10109.68
903,600036.SH,20160113,90368,14413.7,80366,12821.71,149286,23823.02,165525,26404.39,165533,26431.6,146785,23410.96,168143,26821.03,180654,28852.29,-93456,-14878.53
902,600036.SH,20160114,69311,10949.16,63815,10086.73,124234,19621.95,122601,19371.01,138043,21791.8,131831,20821.03,98043,15484.96,111384,17569.1,18694,3000.31
901,600036.SH,20160115,65380,10241.13,55913,8777.83,115548,18121.58,111446,17489.79,95982,15053.79,92161,14437.89,67306,10544.87,84696,13255.86,-53700,-8374.82
900,600036.SH,20160118,53187,8253.93,45598,7083.59,97535,15145.28,85070,13213.56,86122,13371.2,85616,13296.66,30501,4718.59,51060,7895.19,-16938,-2579.52
899,600036.SH,20160119,67889,10561.41,70153,10932.75,108138,16843.17,147896,23038.02,129741,20246.13,120948,18895.68,82550,12920.83,49321,7705.09,-1897,-229.06
898,600036.SH,20160120,82358,12729.66,69959,10825.33,114125,17652.3,117258,18149.56,131013,20267.31,139391,21560.56,61805,9577.57,62693,9691.38,-49600,-7641.59
897,600036.SH,20160121,67602,10466.69,61699,9563.25,124653,19312.58,127238,19727.53,106119,16442.43,111509,17284.27,54850,8502.41,52778,8149.07,-14366,-2188.75
896,600036.SH,20160122,78079,11942.96,76537,11714.88,111569,17076.84,108849,16663.12,83233,12725.66,70116,10726.75,34123,5220.34,51501,7861.06,-23924,-3639.98
895,600036.SH,20160125,43556,6664.32,46138,7068.05,65914,10083.27,88684,13576.47,69837,10682.25,58480,8948.47,39132,6012.0,25137,3848.85,-2203,-313.27
894,600036.SH,20160126,69133,10434.5,56674,8564.38,96525,14572.58,92468,13983.73,83628,12636.85,103121,15565.05,52750,7981.81,49772,7512.57,-52239,-7897.17
893,600036.SH,20160127,78318,11771.82,83824,12624.05,158993,23905.72,167055,25153.61,142365,21417.48,168933,25427.25,133012,20045.74,92877,13935.85,81886,12384.87
892,600036.SH,20160128,52751,7855.03,45685,6811.78,96491,14371.69,81276,12123.11,76069,11316.02,60600,9030.77,29458,4391.74,67208,9968.82,-40700,-6012.6
891,600036.SH,20160129,65944,9847.05,57513,8597.47,113047,16871.68,113711,16993.21,126674,18908.13,115385,17224.63,59009,8834.98,78066,11646.53,-1176,-161.88
890,600036.SH,20160201,60991,9013.02,46049,6821.7,94539,13962.9,82128,12152.92,92831,13701.64,74692,11036.72,21996,3242.65,67488,9908.86,-24317,-3588.47
889,600036.SH,20160202,43603,6477.83,44031,6543.56,74303,11043.71,78292,11636.82,48188,7163.95,49955,7424.25,21684,3222.58,15500,2303.43,11700,1752.15
888,600036.SH,20160203,55349,8105.59,56111,8219.42,74066,10848.81,78740,11535.59,90307,13225.56,43716,6405.18,16864,2471.11,58019,8490.88,-74252,-10862.39
887,600036.SH,20160204,46952,6952.85,50874,7540.58,82480,12220.05,92325,13683.49,71032,10521.53,58472,8662.26,22680,3365.99,21473,3174.08,10549,1587.27
886,600036.SH,20160205,37387,5551.69,36903,5481.79,73140,10860.72,71082,10558.14,45387,6739.33,37115,5513.03,12939,1922.53,23753,3521.31,-15130,-2234.69
885,600036.SH,20160215,41477,6067.01,37523,5489.97,82400,12050.97,74589,10916.77,46379,6785.16,58204,8521.7,22651,3335.48,22591,3310.19,2420,369.62
884,600036.SH,20160216,53700,8022.02,53096,7935.87,80707,12056.35,97965,14641.05,81227,12143.02,85216,12736.68,50030,7485.74,29389,4393.52,17523,2631.25
883,600036.SH,20160217,55104,8262.36,56178,8430.95,89736,13453.32,95240,14287.07,90979,13631.48,84599,12685.54,147036,22002.14,146838,21945.76,-7561,-1099.99
882,600036.SH,20160218,79721,11926.89,58537,8758.65,99388,14871.82,108167,16187.65,77736,11633.12,87226,13056.7,30807,4613.16,33723,5041.99,-22067,-3289.71
881,600036.SH,20160219,55289,8177.96,21502,3184.0,79196,11721.72,60865,9005.68,69866,10334.12,88003,13015.49,21279,3142.55,55320,8178.58,-20610,-3025.07
880,600036.SH,20160222,41258,6164.96,53201,7965.18,96739,14462.01,135518,20278.49,136804,20471.13,121975,18248.61,111429,16711.18,76660,11481.15,43363,6517.16
879,600036.SH,20160223,53172,7891.94,19891,2954.67,74983,11135.3,62103,9226.81,92811,13775.08,77358,11480.95,24232,3597.0,85835,12734.55,-62487,-9273.44
878,600036.SH,20160224,42716,6298.21,26363,3889.57,67059,9891.89,70793,10439.48,60409,8915.96,82927,12230.47,44589,6566.0,33877,4992.11,-42644,-6258.22
877,600036.SH,20160225,89821,13027.36,36238,5253.6,102950,14917.96,93483,13544.39,123429,17884.93,128152,18560.46,153232,22286.16,203809,29627.09,-161935,-23491.59
876,600036.SH,20160226,41861,6028.33,51139,7379.28,81450,11731.26,88253,12725.94,87478,12604.44,102521,14782.45,86349,12476.78,56228,8095.43,78776,11388.71
875,600036.SH,20160229,53676,7654.62,62966,9036.98,93593,13349.3,113981,16363.6,101346,14474.17,187810,26897.8,231006,33307.05,121657,17455.94,-77582,-11069.82
874,600036.SH,20160301,39510,5761.23,67157,9811.16,89920,13115.64,96709,14126.86,129353,18884.55,129274,18870.15,70015,10258.44,34208,4999.69,86973,12742.04
873,600036.SH,20160302,51580,7653.05,68920,10248.71,134579,19982.76,137859,20484.77,251757,37370.29,232111,34460.42,182094,27044.43,183412,27189.8,-24497,-3576.33
872,600036.SH,20160303,34652,5196.26,79850,11998.77,93424,14011.46,128796,19343.86,109175,16368.11,199303,29936.68,296528,44593.54,138545,20797.51,17029,2619.75
871,600036.SH,20160304,50184,7754.72,205946,32198.91,96390,14932.69,324407,50693.45,207322,32217.58,360310,56147.03,1256003,196966.13,731763,114766.52,69981,11238.61
870,600036.SH,20160307,55822,8818.15,62384,9868.74,118169,18695.26,129535,20492.46,115246,18240.73,128284,20311.43,134166,21243.14,102406,16192.49,-34610,-5368.76
869,600036.SH,20160308,54344,8372.62,56009,8731.96,90929,14031.78,121052,18838.82,111944,17276.94,157967,24533.03,165810,26109.93,88846,13810.63,-12410,-1611.11
868,600036.SH,20160309,37762,5881.9,73710,11637.59,71743,11195.15,144456,22771.44,94652,14784.0,160299,25280.25,525504,83627.51,369879,58759.34,22120,3634.73
867,600036.SH,20160310,34419,5441.31,31630,5004.01,56934,9008.63,62990,9956.68,65867,10420.7,71923,11373.74,42882,6764.61,30490,4816.17,-23147,-3618.37
866,600036.SH,20160311,30577,4751.05,29001,4532.0,73308,11405.45,101214,15801.91,59482,9261.79,104381,16294.89,161759,25396.78,99491,15587.56,-10649,-1611.35
865,600036.SH,20160314,40976,6495.58,53603,8527.94,113758,18070.5,89980,14307.28,99587,15802.89,118784,18866.69,67156,10690.52,56046,8867.45,52658,8427.87
864,600036.SH,20160315,32134,5055.87,44174,6991.07,77789,12248.29,111825,17678.56,80445,12682.24,143004,22592.58,168897,26831.4,55940,8860.59,7429,1243.66
863,600036.SH,20160316,25501,4131.55,151978,24781.2,59804,9691.68,261497,42598.79,72215,11677.56,286456,46673.91,1029908,168214.97,496565,81129.87,-259591,-42543.67
862,600036.SH,20160317,67869,11012.1,34232,5563.1,143372,23281.86,82154,13352.1,165793,26945.5,183290,29784.08,88261,14340.15,166014,26940.13,56921,9308.34
861,600036.SH,20160318,90049,14573.01,47651,7740.01,194404,31514.27,114803,18623.22,215004,34816.44,240524,38958.83,118948,19281.0,213039,34467.82,-103295,-16631.84
860,600036.SH,20160321,54514,8859.71,31962,5207.46,106978,17402.07,77488,12623.43,145997,23750.9,148268,24117.33,65963,10728.82,115465,18746.64,-71824,-11615.37
859,600036.SH,20160322,49323,8017.47,39173,6376.82,101963,16572.43,80373,13075.32,97119,15770.6,117531,19103.14,92755,15115.59,102052,16587.87,11981,2027.56
858,600036.SH,20160323,26280,4260.35,29210,4738.05,51135,8292.71,77432,12555.37,64303,10426.9,59597,9664.75,50579,8203.16,26546,4303.12,-11277,-1809.09
857,600036.SH,20160324,25768,4155.95,28557,4608.66,53320,8604.53,78940,12734.87,38705,6241.19,92666,14945.71,118698,19149.61,39574,6383.32,-69944,-11259.16
856,600036.SH,20160325,15523,2505.33,17243,2783.7,24850,4011.41,48332,7801.06,26639,4299.9,47090,7597.72,93010,15008.02,50401,8132.75,-35875,-5776.28
855,600036.SH,20160328,32205,5176.57,36613,5892.72,45035,7247.81,31275,5027.08,52139,8391.94,59642,9593.98,49284,7930.98,48511,7810.38,-39696,-6344.04
854,600036.SH,20160329,35094,5575.04,33467,5323.13,56153,8929.94,68167,10833.59,62952,10006.59,56805,9028.06,29825,4734.48,26243,4162.7,-3793,-563.71
853,600036.SH,20160330,32626,5245.41,57316,9245.27,83033,13360.55,105793,17044.01,101459,16351.07,95344,15383.79,84311,13629.58,42528,6836.74,78442,12674.87
852,600036.SH,20160331,50044,8067.41,31000,5009.33,98769,15927.43,67152,10845.6,81130,13092.66,109024,17569.67,35394,5724.43,54097,8728.56,-87468,-14055.39
851,600036.SH,20160401,23031,3699.99,35109,5666.63,41877,6734.86,67789,10919.0,66135,10629.01,88949,14316.42,157820,25418.12,99680,16008.24,-38629,-6086.48
850,600036.SH,20160405,41606,6742.73,47110,7649.55,72991,11835.58,77746,12622.07,127245,20622.22,133468,21651.12,147760,24025.06,136576,22168.25,35679,5860.45
849,600036.SH,20160406,25166,4086.15,31079,5051.79,43513,7067.19,81435,13232.02,84367,13704.95,113377,18417.39,153550,24940.27,83530,13554.98,-71267,-11543.3
848,600036.SH,20160407,29613,4779.38,24009,3880.99,55591,8988.04,71376,11532.57,88785,14346.89,90455,14616.93,122019,19714.91,115555,18667.03,-135465,-21870.69
847,600036.SH,20160408,19519,3142.92,27379,4417.94,56316,9075.86,44346,7152.76,70072,11296.99,105936,17079.12,76002,12260.74,44653,7190.83,28744,4656.67
846,600036.SH,20160411,33068,5416.33,57186,9386.23,94524,15490.88,93239,15301.55,121883,20005.67,125597,20591.11,74942,12319.71,47434,7792.88,54650,9031.17
845,600036.SH,20160412,25287,4113.78,21908,3572.8,48921,7967.73,53866,8783.17,65726,10690.02,40359,6576.03,38694,6289.38,60149,9746.02,-36749,-5949.87
844,600036.SH,20160413,40238,6651.9,71174,11797.71,125314,20736.73,98131,16260.5,140507,23225.83,138593,22946.58,104851,17360.62,100609,16564.85,113727,18968.12
843,600036.SH,20160414,35650,5874.84,22729,3758.96,81951,13516.09,46930,7752.2,66259,10933.78,70665,11667.18,45121,7437.32,88725,14590.23,-62654,-10264.96
842,600036.SH,20160415,30555,5143.75,109502,18458.46,55969,9413.89,158761,26737.06,128824,21640.5,154837,26058.79,343529,57926.41,145334,24468.27,104711,17670.92
841,600036.SH,20160418,31545,5373.49,68612,11732.27,54639,9305.14,131316,22419.79,67248,11442.24,162917,27850.7,361464,61829.39,158476,27044.52,-1167,-106.16
840,600036.SH,20160419,16771,2871.7,38073,6523.74,30775,5271.68,98651,16900.51,93575,16033.62,99469,17043.56,160183,27436.12,67955,11629.73,-79657,-13594.98
839,600036.SH,20160420,31960,5459.85,80430,13771.46,67623,11547.98,172530,29543.76,89407,15283.73,212542,36398.96,565297,96968.12,306884,52645.36,-76869,-13058.99
838,600036.SH,20160421,22351,3924.88,84065,14833.3,37824,6657.05,133884,23625.15,99469,17545.43,211925,37317.04,469711,82852.63,200051,35297.14,130960,23071.43
837,600036.SH,20160422,36349,6487.62,68240,12204.4,66307,11847.35,150640,26908.31,115499,20629.96,149966,26804.46,346241,61880.7,200246,35760.45,-17103,-2926.91
836,600036.SH,20160425,26557,4705.24,37604,6683.8,42304,7487.44,135852,24132.03,60863,10769.96,109197,19401.36,252087,44910.98,113974,20287.67,-78258,-13816.21
835,600036.SH,20160426,18997,3389.27,65416,11691.19,33654,5999.85,96391,17225.01,141301,25239.33,123099,21990.72,198822,35535.34,109563,19554.58,-41056,-7264.97
834,600036.SH,20160427,11158,1997.29,42486,7606.62,15598,2792.26,51855,9283.03,60456,10824.57,53997,9666.19,162425,29075.32,100460,17981.79,-43015,-7681.36
833,600036.SH,20160428,16660,2971.09,43057,7684.61,36255,6464.47,56402,10069.92,76456,13640.14,107810,19237.96,155107,27711.67,76616,13686.82,33070,5961.83
832,600036.SH,20160429,15768,2806.77,53995,9614.09,29587,5268.3,50754,9040.72,23524,4187.39,56321,10026.55,118665,21134.04,30785,5480.71,-71217,-12654.46
831,600036.SH,20160503,13567,2401.72,8964,1589.66,36081,6395.56,24491,4341.58,25186,4457.11,47391,8390.26,45370,8043.17,43590,7720.25,-11639,-2034.62
830,600036.SH,20160504,18406,3248.92,23830,4210.33,34381,6066.65,68288,12066.01,65505,11559.46,82456,14569.14,123164,21785.73,78041,13782.39,-32639,-5729.74
829,600036.SH,20160505,23785,4181.0,15848,2791.55,38016,6686.65,56539,9956.15,56699,9972.58,83660,14701.78,88494,15574.78,52730,9276.2,-6419,-1090.66
828,600036.SH,20160506,31026,5428.33,39151,6864.36,55906,9789.75,63650,11160.99,65905,11543.13,121327,21267.74,146252,25657.73,78936,13823.11,-128662,-22531.93
827,600036.SH,20160509,24649,4271.17,20758,3597.16,48882,8472.29,58752,10178.14,42222,7316.06,92826,16068.15,104338,18048.35,48796,8442.17,-26005,-4485.7
826,600036.SH,20160510,26896,4619.39,35727,6171.26,43529,7484.27,44408,7664.33,69830,12026.04,89190,15363.53,153988,26563.27,128909,22172.3,-26363,-4518.46
825,600036.SH,20160511,25708,4421.92,40842,7030.68,39465,6786.18,77889,13401.93,65893,11344.39,65524,11268.65,78269,13468.47,28729,4944.97,-30643,-5248.72
824,600036.SH,20160512,20356,3530.73,41623,7242.49,39087,6779.21,63328,11015.07,64023,11104.78,83544,14542.85,131577,22943.87,71803,12470.88,12217,2141.52
823,600036.SH,20160513,10456,1831.3,30929,5428.26,23950,4198.88,62742,11008.93,37954,6657.98,55715,9774.57,163720,28729.51,87350,15318.94,-32322,-5649.76
822,600036.SH,20160516,13025,2287.54,20610,3622.87,26662,4684.43,38044,6685.88,48487,8520.52,86215,15150.92,300146,52734.73,244384,42929.26,-216880,-38082.71
821,600036.SH,20160517,11748,2050.97,18723,3269.82,16500,2881.26,57649,10067.88,47360,8271.39,45785,7994.71,56354,9840.79,13730,2396.74,-30412,-5302.08
820,600036.SH,20160518,20327,3583.1,60206,10626.41,31533,5568.02,92669,16351.52,45983,8119.98,114064,20127.89,342228,60410.04,186720,32971.91,-65185,-11383.42
819,600036.SH,20160519,10786,1920.19,25484,4539.36,22660,4035.18,49894,8888.95,25792,4588.73,48773,8687.16,101479,18086.52,40411,7199.13,-35775,-6360.61
818,600036.SH,20160520,11973,2137.03,24848,4438.19,27341,4882.02,31325,5593.72,54642,9761.13,57872,10337.3,49167,8787.05,28740,5134.87,27287,4887.83
817,600036.SH,20160523,39920,7043.9,30803,5449.98,48498,8567.87,50387,8903.87,51254,9043.3,57736,10179.09,29047,5138.0,31134,5497.49,-77668,-13650.17
816,600036.SH,20160524,21627,3764.83,12943,2253.49,28550,4971.59,28487,4959.92,22590,3932.96,31299,5448.99,14643,2547.2,15066,2621.0,-31346,-5451.5
815,600036.SH,20160525,12026,2107.05,22997,4030.58,33073,5795.99,30210,5295.84,34207,5994.38,36617,6417.66,22891,4017.04,14822,2599.75,21976,3863.29
814,600036.SH,20160526,21867,3872.04,30517,5405.8,41616,7371.01,45447,8047.83,42638,7552.02,35034,6204.57,20323,3601.68,13734,2431.14,17291,3077.19
813,600036.SH,20160527,7533,1332.21,11457,2027.33,25164,4451.06,25878,4578.04,27391,4847.25,23178,4101.32,14152,2503.8,11523,2037.05,7801,1386.54
812,600036.SH,20160530,9103,1616.2,20540,3652.56,23260,4132.55,38721,6883.33,110787,19704.49,63075,11215.95,57741,10280.57,81975,14590.34,-17193,-3056.77
811,600036.SH,20160531,32729,5884.42,45457,8175.71,117999,21218.03,77530,13942.61,156271,28111.13,133414,23993.87,107512,19343.23,157736,28375.11,134320,24166.66
810,600036.SH,20160601,37111,6626.06,25047,4480.31,94952,16970.32,70339,12572.52,64875,11599.69,74627,13346.33,27860,4993.2,53872,9625.25,-46904,-8340.22
809,600036.SH,20160602,28559,5060.4,36144,6406.46,41333,7329.77,27737,4919.27,34544,6129.19,31416,5571.16,3863,684.88,13005,2307.14,-26940,-4768.17
808,600036.SH,20160603,15564,2766.87,16997,3022.17,46608,8285.81,35144,6247.21,28880,5135.06,34205,6082.07,6632,1180.06,11055,1965.78,14985,2672.65
807,600036.SH,20160606,28856,5083.3,12492,2201.05,44706,7876.88,41239,7264.68,26470,4662.36,33671,5931.15,3152,555.77,14512,2556.65,-9210,-1616.22
806,600036.SH,20160607,16688,2954.18,26833,4762.43,29555,5234.72,38283,6791.85,44747,7944.41,37132,6584.67,22129,3927.91,10592,1873.01,22569,4032.15
805,600036.SH,20160608,20642,3664.71,21850,3879.98,28077,4984.92,37978,6742.91,36608,6500.24,27127,4818.35,10225,1815.1,8601,1522.73,1478,270.6
804,600036.SH,20160613,40573,7120.45,19503,3435.48,53324,9362.06,51543,9064.49,39439,6924.13,57309,10060.2,27970,4915.45,35915,6274.04,-35760,-6202.25
803,600036.SH,20160614,24292,4231.46,16256,2833.63,21194,3689.06,37972,6616.49,31032,5401.48,36209,6306.24,31663,5520.93,21055,3663.48,-7547,-1304.29
802,600036.SH,20160615,28177,4896.45,24309,4226.75,52000,9035.16,79217,13767.26,52814,9175.36,44547,7737.33,50385,8754.19,40057,6953.82,-78904,-13698.35
801,600036.SH,20160616,17172,2987.19,16956,2950.65,35535,6182.57,44340,7714.86,27882,4852.24,60480,10517.66,137262,23873.61,101084,17581.71,-59133,-10272.94
800,600036.SH,20160617,15530,2723.53,41789,7331.42,48609,8529.1,48755,8553.01,54163,9497.79,35848,6283.1,20252,3548.25,11025,1929.55,-5757,-992.71
799,600036.SH,20160620,11313,1981.58,13143,2302.48,29271,5129.27,32959,5774.95,41424,7261.49,66874,11712.33,79236,13874.46,55565,9734.59,-15745,-2741.68
798,600036.SH,20160621,15353,2693.74,12468,2190.3,31311,5498.02,35355,6206.47,38609,6778.54,59666,10465.11,25984,4553.32,5791,1014.1,-25785,-4501.17
797,600036.SH,20160622,11115,1946.2,8864,1553.0,28057,4914.46,19131,3352.55,37339,6543.13,26837,4703.85,24878,4361.03,44038,7713.57,11032,1945.74
796,600036.SH,20160623,32430,5620.39,11437,1985.34,43391,7523.37,21139,3671.24,38075,6595.15,31920,5545.31,54227,9401.32,96945,16774.05,-91243,-15783.84
795,600036.SH,20160624,26665,4601.22,16736,2890.06,35642,6152.01,39428,6805.88,57400,9905.75,94308,16270.7,504367,86924.09,458073,78934.0,-341166,-58757.71
794,600036.SH,20160627,19618,3385.72,14196,2450.17,32067,5534.41,35818,6180.22,36000,6213.77,35115,6058.6,108537,18722.04,112990,19493.4,-63173,-10888.41
793,600036.SH,20160628,14383,2482.0,12005,2071.71,21628,3732.62,23683,4086.71,32541,5615.89,19542,3371.55,60902,10504.22,73547,12687.36,-3710,-629.96
792,600036.SH,20160629,20532,3563.25,22134,3848.79,49510,8595.35,41930,7289.26,90413,15702.38,53280,9261.48,60054,10447.6,96995,16835.49,6328,1129.19
791,600036.SH,20160630,16089,2811.17,20094,3514.68,47519,8307.7,27233,4763.81,59182,10348.82,45536,7964.63,56227,9831.48,82135,14352.18,32937,5772.27
790,600036.SH,20160701,8424,1482.19,19379,3411.29,26863,4726.73,29553,5201.72,27982,4921.93,36625,6447.12,43699,7697.16,23146,4073.11,31040,5469.12
789,600036.SH,20160704,21850,3875.89,31645,5623.55,50716,9005.95,52301,9286.08,71421,12678.94,72555,12890.5,32706,5824.11,19670,3491.22,36343,6478.2
788,600036.SH,20160705,38914,6835.44,13511,2376.38,60753,10670.4,41349,7276.14,62932,11061.64,88885,15607.05,26877,4719.65,46710,8196.42,-94988,-16667.32
787,600036.SH,20160706,44875,7813.72,16127,2811.18,56422,9828.89,66530,11594.94,82381,14356.46,69326,12083.47,25619,4463.75,56109,9761.98,-68962,-11984.28
786,600036.SH,20160707,33868,5901.6,28295,4933.88,43217,7532.34,72274,12602.66,67550,11783.19,44411,7740.28,7276,1270.36,8335,1453.89,921,192.51
785,600036.SH,20160708,35656,6200.8,26804,4663.5,47452,8253.87,61504,10701.29,49987,8697.97,54060,9400.75,15306,2662.72,9722,1690.59,-95768,-16649.18
784,600036.SH,20160711,24819,4341.11,30062,5259.05,41743,7301.22,53388,9339.11,69437,12145.22,54189,9477.35,24175,4228.2,21055,3679.83,13522,2377.08
783,600036.SH,20160712,33805,5949.15,37309,6576.84,66503,11711.62,58853,10365.88,86361,15206.82,61726,10870.22,70595,12434.27,95892,16873.06,84047,14818.62
782,600036.SH,20160713,48318,8278.52,42425,7286.33,87069,14928.54,90233,15482.39,66288,11375.15,101067,17338.29,88131,15151.93,57229,9822.23,20959,3615.61
781,600036.SH,20160714,32793,5590.69,20142,3437.01,45072,7686.5,51306,8751.1,39936,6810.64,45413,7742.06,10410,1777.94,12517,2133.89,-16305,-2764.57
780,600036.SH,20160715,11591,1984.56,16920,2898.82,27599,4725.71,40656,6963.91,36719,6289.36,42192,7226.62,36325,6223.39,12691,2171.83,5478,948.73
779,600036.SH,20160718,43790,7571.16,35592,6163.37,54924,9500.42,61661,10677.64,83071,14384.16,74919,12973.82,65208,11310.25,74986,12974.8,5148,935.52
778,600036.SH,20160719,26986,4628.03,19646,3371.27,40277,6908.5,43542,7478.05,63044,10826.66,55209,9475.74,12527,2149.89,22464,3848.5,-23146,-3955.95
777,600036.SH,20160720,27966,4771.14,10904,1860.2,31966,5453.71,40631,6929.72,29066,4959.04,43250,7378.54,26613,4538.5,21024,3587.27,-30607,-5217.81
776,600036.SH,20160721,15273,2621.37,27677,4760.77,32236,5535.32,50868,8745.38,67800,11668.76,37196,6392.58,29494,5069.65,28467,4893.24,47073,8113.0
775,600036.SH,20160722,15614,2673.61,19198,3293.99,33912,5813.81,26727,4587.08,33993,5830.81,25261,4334.26,17514,3002.68,27610,4721.91,-35371,-6044.13
774,600036.SH,20160725,15189,2599.09,10970,1878.34,22142,3787.8,19987,3422.42,30697,5252.63,25557,4375.24,10967,1878.89,24208,4135.68,-3433,-573.07
773,600036.SH,20160726,16318,2795.97,24686,4230.59,41109,7047.64,40909,7010.15,49180,8432.25,28011,4802.65,9125,1564.81,21288,3652.92,2791,493.8
772,600036.SH,20160727,32423,5526.48,30118,5164.46,62538,10667.45,68901,11804.57,71905,12289.45,84697,14511.69,111208,19173.11,96436,16532.41,-29884,-5127.9
771,600036.SH,20160728,23284,3994.06,20530,3526.22,59631,10234.38,49177,8443.61,67912,11654.53,64879,11135.01,46967,8071.98,60874,10448.23,-7649,-1283.65
770,600036.SH,20160729,16862,2885.24,20868,3574.63,32775,5612.33,35776,6132.56,48520,8313.79,41912,7173.37,22284,3818.22,21612,3700.49,-7589,-1269.12
769,600036.SH,20160801,24486,4205.33,30707,5274.5,74629,12821.86,57507,9878.97,54903,9433.89,61195,10515.87,48899,8407.03,49931,8582.0,75494,12991.76
768,600036.SH,20160802,14712,2525.28,20876,3583.6,27220,4673.67,37526,6442.85,29739,5105.36,34827,5978.41,27930,4795.82,6303,1082.4,-25221,-4314.94
767,600036.SH,20160803,15583,2659.12,12958,2214.31,28594,4880.86,28888,4933.91,40128,6852.29,32604,5562.99,9752,1664.58,17671,3014.45,-16501,-2807.24
766,600036.SH,20160804,26181,4457.45,25642,4365.23,37820,6440.93,26410,4499.91,26414,4499.89,39880,6796.57,28071,4785.2,26274,4473.24,-22439,-3806.59
765,600036.SH,20160805,25863,4421.86,18870,3226.38,52201,8925.99,36151,6179.55,57500,9831.5,61226,10468.3,32459,5553.15,50873,8703.77,45896,7859.11
764,600036.SH,20160808,23972,4105.7,21203,3630.79,43955,7528.46,19657,3365.85,35105,6012.63,24166,4137.85,26518,4541.82,64962,11128.96,36265,6217.43
