,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
784,600036.SH,20160711,15.3274,15.3799,15.2485,15.3186,15.2397,0.0789,0.5177,160141.59,280096.744,24819,4341.11,30062,5259.05,41743,7301.22,53388,9339.11,69437,12145.22,54189,9477.35,24175,4228.2,21055,3679.83,13522,2377.08
783,600036.SH,20160712,15.3186,15.5552,15.3011,15.5202,15.3186,0.2016,1.316,254320.37,447846.593,33805,5949.15,37309,6576.84,66503,11711.62,58853,10365.88,86361,15206.82,61726,10870.22,70595,12434.27,95892,16873.06,84047,14818.62
782,600036.SH,20160713,15.619,15.8561,15.5187,15.5461,15.5187,0.0274,0.1766,288970.03,495868.851,48318,8278.52,42425,7286.33,87069,14928.54,90233,15482.39,66288,11375.15,101067,17338.29,88131,15151.93,57229,9822.23,20959,3615.61
781,600036.SH,20160714,15.5643,15.6464,15.5005,15.5826,15.5461,0.0365,0.2348,126895.32,216401.318,32793,5590.69,20142,3437.01,45072,7686.5,51306,8751.1,39936,6810.64,45413,7742.06,10410,1777.94,12517,2133.89,-16305,-2764.57
780,600036.SH,20160715,15.5735,15.6555,15.5735,15.6282,15.5826,0.0456,0.2926,110715.2,189627.73,11591,1984.56,16920,2898.82,27599,4725.71,40656,6963.91,36719,6289.36,42192,7226.62,36325,6223.39,12691,2171.83,5478,948.73
779,600036.SH,20160718,15.6373,15.9473,15.619,15.7376,15.6282,0.1094,0.7,246652.03,427061.958,43790,7571.16,35592,6163.37,54924,9500.42,61661,10677.64,83071,14384.16,74919,12973.82,65208,11310.25,74986,12974.8,5148,935.52
778,600036.SH,20160719,15.7376,15.8014,15.5826,15.6099,15.7376,-0.1277,-0.8114,139797.88,239922.726,26986,4628.03,19646,3371.27,40277,6908.5,43542,7478.05,63044,10826.66,55209,9475.74,12527,2149.89,22464,3848.5,-23146,-3955.95
777,600036.SH,20160720,15.5917,15.6282,15.5187,15.5643,15.6099,-0.0456,-0.2921,117151.76,199854.451,27966,4771.14,10904,1860.2,31966,5453.71,40631,6929.72,29066,4959.04,43250,7378.54,26613,4538.5,21024,3587.27,-30607,-5217.81
776,600036.SH,20160721,15.5643,15.7467,15.5643,15.7193,15.5643,0.155,0.9959,146024.27,251047.87,15273,2621.37,27677,4760.77,32236,5535.32,50868,8745.38,67800,11668.76,37196,6392.58,29494,5069.65,28467,4893.24,47073,8113
775,600036.SH,20160722,15.7285,15.7285,15.5279,15.5735,15.7193,-0.1458,-0.9275,100294.23,171933.047,15614,2673.61,19198,3293.99,33912,5813.81,26727,4587.08,33993,5830.81,25261,4334.26,17514,3002.68,27610,4721.91,-35371,-6044.13
774,600036.SH,20160725,15.5826,15.6646,15.5096,15.6099,15.5735,0.0364,0.2337,81010.64,138621.909,15189,2599.09,10970,1878.34,22142,3787.8,19987,3422.42,30697,5252.63,25557,4375.24,10967,1878.89,24208,4135.68,-3433,-573.07
773,600036.SH,20160726,15.5461,15.6829,15.5461,15.6555,15.6099,0.0456,0.2921,117382.63,201245.058,16318,2795.97,24686,4230.59,41109,7047.64,40909,7010.15,49180,8432.25,28011,4802.65,9125,1564.81,21288,3652.92,2791,493.8
772,600036.SH,20160727,15.6829,15.847,15.4002,15.8379,15.6555,0.1824,1.1651,321172.98,550792.712,32423,5526.48,30118,5164.46,62538,10667.45,68901,11804.57,71905,12289.45,84697,14511.69,111208,19173.11,96436,16532.41,-29884,-5127.9
771,600036.SH,20160728,15.6738,15.7649,15.5826,15.6282,15.8379,-0.2097,-1.324,196313.62,337013.577,23284,3994.06,20530,3526.22,59631,10234.38,49177,8443.61,67912,11654.53,64879,11135.01,46967,8071.98,60874,10448.23,-7649,-1283.65
770,600036.SH,20160729,15.6373,15.7102,15.537,15.6464,15.6282,0.0182,0.1165,121918.55,208810.744,16862,2885.24,20868,3574.63,32775,5612.33,35776,6132.56,48520,8313.79,41912,7173.37,22284,3818.22,21612,3700.49,-7589,-1269.12
769,600036.SH,20160801,15.6373,15.7193,15.5917,15.6646,15.6464,0.0182,0.1163,198993.07,341922.85,24486,4205.33,30707,5274.5,74629,12821.86,57507,9878.97,54903,9433.89,61195,10515.87,48899,8407.03,49931,8582,75494,12991.76
768,600036.SH,20160802,15.692,15.7285,15.6099,15.6373,15.6646,-0.0273,-0.1743,98296.28,168764.725,14712,2525.28,20876,3583.6,27220,4673.67,37526,6442.85,29739,5105.36,34827,5978.41,27930,4795.82,6303,1082.4,-25221,-4314.94
767,600036.SH,20160803,15.5735,15.6464,15.5096,15.5643,15.6373,-0.073,-0.4668,93585.04,159753.55,15583,2659.12,12958,2214.31,28594,4880.86,28888,4933.91,40128,6852.29,32604,5562.99,9752,1664.58,17671,3014.45,-16501,-2807.24
766,600036.SH,20160804,15.6008,15.6099,15.4823,15.5552,15.5643,-0.0091,-0.0585,118193.69,201351.096,26181,4457.45,25642,4365.23,37820,6440.93,26410,4499.91,26414,4499.89,39880,6796.57,28071,4785.2,26274,4473.24,-22439,-3806.59
765,600036.SH,20160805,15.5552,15.6373,15.5461,15.5917,15.5552,0.0365,0.2346,167656.02,286702.381,25863,4421.86,18870,3226.38,52201,8925.99,36151,6179.55,57500,9831.5,61226,10468.3,32459,5553.15,50873,8703.77,45896,7859.11
764,600036.SH,20160808,15.6282,15.6373,15.5643,15.619,15.5917,0.0273,0.1751,131510.09,225246.259,23972,4105.7,21203,3630.79,43955,7528.46,19657,3365.85,35105,6012.63,24166,4137.85,26518,4541.82,64962,11128.96,36265,6217.43
763,600036.SH,20160809,15.619,15.6829,15.5917,15.6555,15.619,0.0365,0.2337,254387.28,436213.106,28352,4861.49,28253,4843.52,70248,12044.59,39062,6697.27,71637,12283.97,81433,13958.99,86039,14756.26,109625,18804.67,15240,2628.27
762,600036.SH,20160810,15.6555,15.7649,15.6373,15.7558,15.6555,0.1003,0.6407,187676.77,323678.692,42571,7343.26,28388,4898.01,30464,5253.57,55318,9541.13,58987,10174.16,56240,9698.8,52476,9051.06,44483,7671.19,39214,6764.19
761,600036.SH,20160811,15.774,16.2938,15.7376,15.9108,15.7558,0.155,0.9838,312363.43,549682.857,41102,7232.86,62911,11074.89,73653,12936.23,101409,17849.05,125510,22097.73,98176,17271.28,76943,13561.57,53641,9437.56,66412,11707.53
760,600036.SH,20160812,15.9655,16.4123,15.9291,16.4032,15.9108,0.4924,3.0948,445161.36,794255.421,28475,5069.38,96005,17139.96,96720,17233.03,140770,25088.13,165596,29515.64,136789,24387.25,160927,28779.92,80235,14348.94,186321,33310.86
759,600036.SH,20160815,16.5035,17.315,16.4305,16.7953,16.4032,0.3921,2.3904,817392.3,1520048.907,62482,11603.09,115738,21553.89,151921,28229.87,186436,34678,263258,48943.36,255789,47574.87,352777,65691.67,279342,51901.1,174648,32593.1
758,600036.SH,20160816,16.9959,17.2056,16.5217,16.695,16.7953,-0.1003,-0.5972,602743.44,1105739.947,77491,14204.36,48093,8840.73,185488,34021.21,118186,21694.39,216303,39705.95,255185,46817.07,140625,25785.34,196595,36007.89,-92844,-16840.49
757,600036.SH,20160817,16.8044,17.0323,16.695,16.777,16.695,0.082,0.4912,219079.73,404343.017,32482,5990.23,31928,5891.47,61783,11394.33,56890,10496.23,74978,13842.57,99376,18337.07,55852,10319.31,40369,7457.63,52747,9788.89
756,600036.SH,20160818,16.7132,17.005,16.5308,16.622,16.777,-0.155,-0.9239,323838.32,596924.096,57099,10502.22,39326,7265.69,136885,25276.58,94142,17371.87,102295,18843,106060,19582.08,30945,5697.25,88111,16160,-10433,-1721.14
755,600036.SH,20160819,16.7223,17.0961,16.695,16.9776,16.622,0.3556,2.1393,392547.63,729182.463,88924,16520.94,48399,8998.56,134086,24908.45,125105,23229.22,116510,21629.06,160215,29770.83,61187,11375.18,65167,12092.48,135283,25141.15
754,600036.SH,20160822,16.9776,17.1417,16.8773,17.0414,16.9776,0.0638,0.3758,208212.6,388697.511,30072,5607.23,29910,5589.14,52149,9730.07,58322,10890.17,83576,15608.32,77432,14448.58,44884,8386.29,46353,8651.02,38426,7208.58
753,600036.SH,20160823,16.9685,17.3241,16.8864,17.0141,17.0414,-0.0273,-0.1602,288231.68,542400.83,51106,9591.09,44922,8463.92,65794,12361.63,89654,16857.45,81704,15374.19,92217,17344.43,91841,17336,66277,12487.2,43078,8229.77
752,600036.SH,20160824,17.0141,17.0506,16.8044,16.9776,17.0141,-0.0365,-0.2145,191408.9,354910.03,42482,7875.64,18374,3408.93,29249,5422,50278,9326.24,36556,6779.35,65718,12187.65,81792,15168.5,56660,10497.01,-22864,-4230.58
751,600036.SH,20160825,16.932,16.9959,16.5855,16.8773,16.9776,-0.1003,-0.5908,194665.04,358081.682,41425,7607.89,20526,3784.04,72886,13400.43,61911,11387.82,49147,9040.82,65829,12112.99,33090,6103.76,48239,8859.64,-6193,-1074.36
750,600036.SH,20160826,16.8591,16.9594,16.8135,16.9138,16.8773,0.0365,0.2163,169206.81,313827.461,22366,4149.68,26919,4993.42,27320,5067.69,37374,6932.67,63353,11753.79,62468,11586.71,55433,10278.06,44294,8213.32,-2133,-382.09
749,600036.SH,20160829,16.8317,16.85,16.4397,16.6585,16.9138,-0.2553,-1.5094,205364.84,374404.158,30092,5481.06,20572,3757.64,51059,9298.78,53512,9769.01,87403,15948.67,77212,14090.49,38520,7025.31,60418,10981.53,-43097,-7830.14
748,600036.SH,20160830,16.6311,16.8864,16.622,16.8135,16.6585,0.155,0.9305,191189.19,352596.198,20647,3804.2,28956,5341.14,46969,8653.79,45066,8310.65,62964,11619.75,62784,11579.12,62708,11571.81,57165,10541.68,71239,13162.27
747,600036.SH,20160831,16.7406,17.1053,16.7406,16.9867,16.8135,0.1732,1.0301,156106.97,290862.566,15338,2858.76,19687,3669.98,37853,7049.29,37884,7056.71,52067,9699,67518,12570.06,48035,8958,30414,5676.41,45400,8461.57
746,600036.SH,20160901,16.9594,17.1235,16.9138,16.9776,16.9867,-0.0091,-0.0536,155452.43,290828.336,15420,2883.21,22044,4125.47,48166,9009.6,37448,7004.07,47314,8847.82,60375,11295.06,47590,8912.53,37255,6970.82,6088,1161.41
745,600036.SH,20160902,16.8864,17.0688,16.85,17.0323,16.9776,0.0547,0.3222,178616.57,332984.79,17674,3291.24,18448,3439.77,32461,6044.66,43102,8033.64,28950,5395.41,67352,12565.28,99439,18550.63,56738,10568.97,-64682,-12042.84
744,600036.SH,20160905,17.0323,17.16,16.932,17.0961,17.0323,0.0638,0.3746,198655,372168.098,21700,4061.05,24383,4567.56,42682,7989.19,46471,8700.79,63225,11829.08,83476,15636.21,68014,12769.97,40925,7674.9,31426,5926.93
743,600036.SH,20160906,17.0961,17.1235,16.8044,16.8773,17.0961,-0.2188,-1.2798,179394.03,334156.29,32082,5969.34,23125,4311.16,53640,9991.6,42764,7979.52,71441,13313.75,73090,13613.84,25287,4710.52,44049,8186.1,-55915,-10363.43
742,600036.SH,20160907,16.8773,16.9776,16.777,16.9229,16.8773,0.0456,0.2702,177063.15,328123.07,31064,5755.26,15352,2848.25,86882,16105.35,54293,10062.78,38947,7211.61,70894,13139.84,22048,4088.82,38457,7117.85,15831,2971.06
741,600036.SH,20160908,16.9411,16.9867,16.85,16.8956,16.9229,-0.0273,-0.1613,83202.07,154289.421,11328,2100.21,20768,3851.93,23688,4392.18,22041,4089.55,24932,4622.5,18103,3356.93,23351,4331.73,20113,3725.85,10196,1898.31
740,600036.SH,20160909,16.8864,16.932,16.695,16.7132,16.8956,-0.1824,-1.0796,86708.62,159932.157,20696,3814.27,22358,4128.66,33101,6103.98,21941,4048.74,26881,4960.54,18321,3383.13,5716,1055.51,22163,4076.77,-16409,-3013.55
739,600036.SH,20160912,16.5582,16.5764,16.2391,16.3211,16.7132,-0.3921,-2.346,281284.06,506037.333,50174,9028.61,29351,5281.97,91758,16517.61,63052,11345.73,79509,14307.82,78099,14059.04,53696,9660.52,101716,18302.01,-55699,-10000.18
738,600036.SH,20160913,16.3302,16.4852,16.3211,16.3302,16.3211,0.0091,0.0558,135417.08,243518.992,23071,4148.63,19468,3501.38,40892,7352.49,51987,9349.99,51893,9332.5,41945,7544.81,20815,3745.18,21990,3950.87,-13818,-2479.48
737,600036.SH,20160914,16.4032,16.4032,15.9382,15.9929,16.3302,-0.3373,-2.0655,222196.75,393779.462,45948,8136.26,26553,4708.2,73869,13088.01,39675,7042.57,68652,12158.49,81361,14435.48,35946,6386.67,74524,13182.22,-81916,-14491.67
736,600036.SH,20160919,16.002,16.3029,16.002,16.2391,15.9929,0.2462,1.5394,168201.68,299454.573,24051,4282.81,17341,3087.88,36500,6494.71,36875,6564.04,71034,12650.59,77479,13796.18,34328,6113.88,35310,6286.76,19723,3510.08
735,600036.SH,20160920,16.2299,16.2755,16.1114,16.1752,16.2391,-0.0639,-0.3935,102509.71,182019.36,14149,2511.54,10955,1946.47,29225,5188.04,20128,3575.41,43337,7695.45,47671,8464.15,13589,2414.33,21492,3813.27,-9167,-1629.17
734,600036.SH,20160921,16.1844,16.3667,16.1844,16.3029,16.1752,0.1277,0.7895,76723.04,137141.04,13800,2466.02,18193,3254.6,34886,6240.68,31877,5699.53,23177,4142.4,24507,4378.35,5674,1012.63,2864,510.44,14901,2678.45
733,600036.SH,20160922,16.4032,16.5673,16.3029,16.385,16.3029,0.0821,0.5036,123548.37,222945.149,15097,2723.88,24569,4436.51,29463,5316.78,36273,6546.12,50039,9028.71,48715,8789.55,30050,5424.1,17011,3064.96,12905,2340
732,600036.SH,20160923,16.4032,16.4944,16.3485,16.3941,16.385,0.0091,0.0555,135531.86,244168.358,20016,3606.1,13738,2475.65,36930,6650.11,52577,9470.24,45890,8267.96,50321,9067,36528,6584.49,22169,3993.54,5459,1003.28
731,600036.SH,20160926,16.3302,16.4944,16.2755,16.4123,16.3941,0.0182,0.111,146997.57,264867.529,21966,3958.78,24596,4435.38,47016,8474.7,41934,7559.64,51410,9261.36,47572,8569.3,26985,4861.73,32418,5836.47,25318,4572.47
730,600036.SH,20160927,16.385,16.5035,16.3576,16.4761,16.4123,0.0638,0.3887,100012.67,180407.342,14798,2669.15,20168,3638.85,27610,4979.45,38418,6930.89,30858,5568.81,26610,4801.41,30471,5496.05,16049,2891.72,8694,1579.38
729,600036.SH,20160928,16.467,16.467,16.2573,16.312,16.4761,-0.1641,-0.996,107347.06,192234.021,23781,4258.38,20253,3626.64,40465,7247.62,50306,9006.29,31390,5618.67,30313,5429.13,10750,1925.96,6415,1149.48,-43855,-7841.3
728,600036.SH,20160929,16.3758,16.4761,16.3394,16.4123,16.312,0.1003,0.6149,103092.8,185631.397,23243,4185.99,39380,7087.68,31411,5656.54,26266,4731.71,38671,6961.28,31545,5680.33,11186,2014.84,7866,1416.41,-3906,-689.77
727,600036.SH,20160930,16.3758,16.5035,16.3667,16.4123,16.4123,0,0,84308.17,152065.854,10792,1945.78,10568,1907.45,24536,4423.67,28804,5196.52,29998,5415.32,36144,6518.86,17490,3153.76,8650,1558.71,3635,670.05
726,600036.SH,20161010,16.4397,16.7588,16.4397,16.6858,16.4123,0.2735,1.6664,190938.95,348345.894,24881,4538.39,28170,5140.1,80555,14704.81,67007,12229.53,56765,10350.07,60618,11060.01,20665,3770.83,27933,5089.6,56610,10360.87
725,600036.SH,20161011,16.7132,16.8591,16.6494,16.7132,16.6858,0.0274,0.1642,129294.2,237561.461,27251,5004.26,23890,4388.38,57439,10549.67,30250,5556.64,21719,3990.06,33063,6074.89,19444,3578.46,36698,6743.3,13957,2572.41
724,600036.SH,20161012,16.6676,16.695,16.5035,16.5491,16.7132,-0.1641,-0.9819,104799.69,190617.618,21513,3911.5,10887,1979.85,34554,6281.52,26879,4888.99,33760,6138.27,37114,6750.21,14912,2718.27,29083,5289.06,-36707,-6668.83
723,600036.SH,20161013,16.5491,16.6038,16.4579,16.4944,16.5491,-0.0547,-0.3305,105598.24,191543.016,27578,5003.48,12107,2197.67,26685,4841.53,31907,5789.33,32852,5958.38,40257,7300.4,18800,3408.78,20938,3796.39,-36358,-6581.71
722,600036.SH,20161014,16.5035,16.5491,16.4123,16.5035,16.4944,0.0091,0.0552,122385.16,221243.821,23774,4295.67,9626,1739.5,20059,3623.9,18832,3403.18,39534,7143.7,26544,4796.27,45266,8192.94,70139,12682.77,5718,1060.05
721,600036.SH,20161017,16.4761,16.5035,16.2573,16.2847,16.5035,-0.2188,-1.3258,122380.87,219660.672,28562,5124.57,8719,1565.65,39504,7091.86,23478,4213.57,38066,6831.03,45453,8151.53,15378,2763.66,40217,7225.04,-42144,-7560.28
720,600036.SH,20161018,16.2847,16.4032,16.2664,16.3485,16.2847,0.0638,0.3918,143019.48,256039.353,23591,4222.57,9454,1693.54,33998,6087.09,29400,5266.02,55133,9871.32,56986,10202.05,32930,5894.03,49280,8817.53,-4424,-778.81
719,600036.SH,20161019,16.3485,16.4579,16.2573,16.3029,16.3485,-0.0456,-0.2789,119301.49,213904.312,18297,3278.28,7693,1379.29,32936,5901.05,22465,4028.54,27746,4975.83,21431,3843.14,20039,3591.89,45345,8120.81,-10294,-1829.27
718,600036.SH,20161020,16.3211,16.3941,16.2573,16.312,16.3029,0.0091,0.0558,123579.1,220968.79,15460,2763.61,13491,2412.33,25920,4634.12,22342,3996.83,48688,8706.26,54305,9708.78,31139,5567.58,32125,5741.86,-16315,-2906.69
717,600036.SH,20161021,16.3302,16.3485,16.2482,16.3302,16.312,0.0182,0.1116,124363.52,222194.728,16976,3033.08,9349,1671.35,26890,4805.82,37293,6664.26,43665,7799.11,32268,5766.53,38663,6906.74,43082,7691.93,-41009,-7312.26
716,600036.SH,20161024,16.3485,16.7953,16.2847,16.695,16.3302,0.3648,2.2339,291560.35,531562.135,26050,4752.49,53243,9709.97,77686,14179.11,94529,17235.3,109475,19934.73,101798,18563.28,79202,14461,41826,7624.21,101508,18547.28
715,600036.SH,20161025,16.695,16.8317,16.4944,16.5308,16.695,-0.1642,-0.9835,197582.14,360605.411,34675,6312.44,24610,4495.42,51685,9407.74,69407,12636.62,87976,16084.15,58220,10630.05,27701,5072.73,47648,8715.01,-32452,-5868.03
714,600036.SH,20161026,16.5217,16.5491,16.3667,16.385,16.5308,-0.1458,-0.882,143368.07,258759.657,34134,6162.68,10733,1940.4,55793,10073.35,21743,3929.98,34593,6243.49,58366,10542.75,18551,3341.54,48953,8817.44,-13858,-2476.57
713,600036.SH,20161027,16.467,16.467,16.2026,16.2391,16.385,-0.1459,-0.8904,218250.12,389363.392,44288,7901.34,17929,3203.13,67973,12126.83,32601,5818.37,68152,12162.43,117325,20928.98,38555,6874.18,51756,9228.55,-35717,-6376.28
712,600036.SH,20161028,16.2299,16.4579,16.2299,16.3211,16.2391,0.082,0.505,204116.26,365151.753,32288,5772.07,24978,4472.7,42447,7589.5,36286,6493.51,75706,13543.9,104069,18616.72,49194,8809.48,36418,6509.89,-4421,-770.08
711,600036.SH,20161031,16.2938,16.3758,16.157,16.2847,16.3211,-0.0364,-0.223,128933.23,230491.027,26344,4707.69,13244,2368.96,33159,5926.72,27094,4842.9,45908,8206.59,41254,7372.64,25430,4549.35,48303,8634.25,-3973,-684.3
710,600036.SH,20161101,16.2938,16.4032,16.2208,16.3941,16.2847,0.1094,0.6718,189405.36,339544.654,47684,8550.58,21442,3843.5,45537,8161.08,29913,5361.78,77665,13922.59,100032,17932.11,19543,3503.32,39161,7020.8,68798,12355.45
709,600036.SH,20161102,16.2847,16.3576,16.1935,16.2664,16.3941,-0.1277,-0.7789,309535.99,551269.82,45507,8103.76,19872,3540.52,47223,8409.74,46138,8217.95,54424,9696.34,93079,16581.62,160589,28598.08,157412,28027.72,40138,7157.1
708,600036.SH,20161103,16.2573,16.385,16.2208,16.3485,16.2664,0.0821,0.5047,270809.68,484543.263,19487,3480.56,32162,5754.91,37166,6644.27,43886,7850.88,93033,16652.7,101712,18190.89,121708,21782.21,96405,17256.86,99451,17814.11
707,600036.SH,20161104,16.3211,16.4123,16.2938,16.3302,16.3485,-0.0183,-0.1119,269388.15,483274.393,10012,1795.96,69620,12486.69,29586,5307.01,42369,7598.19,52561,9433.06,66379,11909.76,179206,32147.03,89494,16060.32,-52393,-9384.11
706,600036.SH,20161107,16.3302,16.3485,16.2755,16.312,16.3302,-0.0182,-0.1114,208258.32,372548.921,18449,3300.87,33471,5987.15,27590,4935.63,82839,14816.7,52080,9318.07,47317,8467.29,112685,20156.75,49272,8814.92,-57000,-10182.98
705,600036.SH,20161108,16.3394,16.467,16.312,16.4032,16.312,0.0912,0.5591,262348.51,471517.515,11072,1988.06,22801,4097.17,69970,12575.04,38479,6914.97,68589,12320.54,70513,12668.58,109497,19688.87,133232,23952.94,96276,17328.2
704,600036.SH,20161109,16.4123,16.4852,16.2026,16.312,16.4032,-0.0912,-0.556,342437.88,612494.734,50463,9028.37,24483,4384.7,64871,11616.48,69713,12473.06,48991,8762.95,122199,21856.59,175315,31342.47,127821,22850.59,-83505,-14888.07
703,600036.SH,20161110,16.3667,16.5126,16.3576,16.4123,16.312,0.1003,0.6149,271170.31,489248.979,28847,5205.28,24504,4424.34,72038,12996.04,47652,8600.45,94706,17082.34,56727,10237.33,74048,13366.27,146211,26374.87,94343,17044.3
702,600036.SH,20161111,16.3667,16.4852,16.3485,16.4305,16.4123,0.0182,0.1109,276348.54,497447.006,30357,5466.58,18943,3412.77,72444,13049.24,49649,8943.36,80288,14449.53,73496,13237.99,96136,17294.44,134158,24128.72,-17367,-3091.46
701,600036.SH,20161114,16.4123,16.6403,16.3667,16.4488,16.4305,0.0183,0.1114,353540.71,641245.323,29047,5263.16,32281,5857.84,92322,16742.15,70557,12798.81,119656,21702.15,105481,19120.68,120675,21899.92,148447,26936.21,110743,20131.82
700,600036.SH,20161115,16.5035,16.6311,16.4397,16.5764,16.4488,0.1276,0.7757,256507.32,465084.619,15378,2786.9,28642,5196.43,50666,9182.64,51340,9309.13,77300,14016.31,58813,10668.05,111602,20235.67,112725,20425.88,105024,19060.42
699,600036.SH,20161116,16.622,16.6767,16.4579,16.5217,16.5764,-0.0547,-0.33,235212.74,427162.278,17057,3095.85,27465,4987.97,42369,7693.95,73279,13303.49,74674,13557.61,55538,10092.98,102318,18588.36,81777,14848.32,-70012,-12675.01
698,600036.SH,20161117,16.5126,16.54,16.4214,16.5217,16.5217,0,0,271773.26,491383.022,21479,3885.92,11620,2103.24,49068,8878.95,33806,6118.09,45635,8250.83,61625,11150.46,148028,26758.07,167557,30275.45,-68421,-12315.26
697,600036.SH,20161118,16.5217,16.5582,16.4397,16.5035,16.5217,-0.0182,-0.1102,185514.58,335802.154,29231,5297.6,10877,1969.8,35230,6380.46,39660,7180.36,26467,4789.19,56999,10317.32,96861,17523.37,79227,14335.88,-44340,-8001.12
696,600036.SH,20161121,16.4852,17.0323,16.4852,16.7223,16.5035,0.2188,1.3258,413476.41,760532.545,27143,4986.74,58564,10771.96,91041,16707.28,79506,14618.34,147321,27067.2,99889,18344.34,144810,26711.46,166342,30620.94,160568,29563.26
695,600036.SH,20161122,16.7497,16.8591,16.6676,16.7497,16.7223,0.0274,0.1639,524920.06,964268.066,21892,4026.28,26574,4889.82,81115,14917.27,56784,10443.41,140176,25763.38,88326,16238.75,297326,54581.12,368560,67665.18,-80165,-14646.06
694,600036.SH,20161123,16.777,17.2329,16.7497,17.1782,16.7497,0.4285,2.5583,663515.1,1243122.112,61238,11463.99,107874,20230.75,169339,31740.46,152663,28617.64,239350,44874.75,179000,33524.94,207676,38862.75,237207,44404.4,275317,51692.8
693,600036.SH,20161124,17.1144,17.2967,16.9685,17.087,17.1782,-0.0912,-0.5309,267501.97,502543.833,48559,9116.46,32249,6063.68,94912,17816.88,75502,14174.93,78203,14688.97,101504,19073.51,43423,8176.09,52873,9924.71,32090,6078.21
692,600036.SH,20161125,17.1417,17.3423,17.0141,17.315,17.087,0.228,1.3343,409433.11,772447.185,27744,5226.92,74438,14040.47,90683,17089.91,83171,15707.55,155441,29311.64,121052,22814.57,144006,27213.85,130706,24666.61,71501,13637.89
691,600036.SH,20161128,17.4153,17.5065,16.8864,17.005,17.315,-0.31,-1.7904,851464.67,1604490.623,77795,14624.86,29069,5502.46,140217,26378.57,73875,13971.87,309084,58254.73,250531,47262.59,346726,65422.8,516410,97187.76,-180307,-33682.11
690,600036.SH,20161129,17.005,17.1053,16.8773,17.0961,17.005,0.0911,0.5357,491079.94,915066.947,51890,9656.96,41495,7734.02,114779,21385.34,93014,17320.85,152516,28436.17,158287,29523.13,180240,33582.85,212824,39636.48,-46246,-8525.43
689,600036.SH,20161130,17.1053,17.16,16.8408,16.9138,17.0961,-0.1823,-1.0663,391298.09,727802.158,50921,9457.4,25202,4687.8,117203,21805.54,49667,9240.46,100653,18719.84,122743,22836.97,136805,25455.78,207723,38622.44,-54519,-10073.31
688,600036.SH,20161201,16.9138,16.9959,16.7861,16.8591,16.9138,-0.0547,-0.3234,537989.59,997774.283,43685,8096.73,20059,3723.18,108933,20197.12,67266,12480.96,172196,31931.21,165048,30623.8,219295,40690.58,298172,55278.86,-39702,-7288.84
687,600036.SH,20161202,16.8956,16.9047,16.6311,16.8591,16.8591,0,0,483921.42,891327.409,60523,11126.83,37978,6990.98,115772,21310.94,100441,18499.17,175904,32404.12,120434,22191.87,145377,26810.23,233377,42978.31,-58760,-10752.99
686,600036.SH,20161205,16.7679,17.0232,16.7223,17.0141,16.8591,0.155,0.9194,503517.65,933953.843,23244,4303.14,32093,5955.95,73378,13581.1,79958,14832.22,84679,15677.33,127910,23720.79,283574,52665.93,239503,44419.45,4371,813.27
685,600036.SH,20161206,17.0141,17.1235,16.932,16.9594,17.0141,-0.0547,-0.3215,317290.59,592585.859,21115,3944.47,29622,5538.86,52656,9840.25,60208,11254.26,99785,18645.22,82803,15477.39,159924,29856.89,149365,27865.99,38710,7280.19
684,600036.SH,20161207,17.005,17.0597,16.9411,16.9776,16.9594,0.0182,0.1073,121672.26,226701.438,10948,2039.74,19361,3607.02,29566,5510.17,34171,6366.2,42305,7882.02,43904,8182.4,39186,7300.66,25785,4803.38,-20219,-3755.69
683,600036.SH,20161208,17.0232,17.2147,16.9776,17.1053,16.9776,0.1277,0.7522,269307.35,505299.975,19001,3560.38,35975,6753.06,71781,13445.39,66653,12500.92,89232,16732.82,131818,24727.76,91093,17129.77,36176,6794.79,34878,6572.68
682,600036.SH,20161209,17.1053,17.6341,17.0961,17.5065,17.1053,0.4012,2.3455,625821.13,1197391.293,51221,9790.93,101175,19381.36,112122,21426.01,160571,30737.67,133848,25589.6,208999,39974.75,331220,63438.49,161322,30843.76,179821,34514.81
681,600036.SH,20161212,17.47,17.9168,17.2329,17.552,17.5065,0.0455,0.2599,794881.83,1530135.06,55977,10744.94,66827,12879.04,108403,20838.02,140484,27060.06,168162,32366.36,263012,50574.6,463251,89256.92,338414,65161.63,-156333,-29919.28
680,600036.SH,20161213,17.4062,17.5065,17.1509,17.2147,17.552,-0.3373,-1.9217,249331.78,471987.682,33481,6335.32,20075,3801.36,78829,14927.36,59266,11217.74,89051,16860.91,115172,21805.93,51900,9819.12,57555,10885.26,-10405,-1966.73
679,600036.SH,20161214,17.1417,17.4517,17.1417,17.16,17.2147,-0.0547,-0.3178,327806.88,621281.028,26729,5065.62,40670,7709.58,70805,13420.51,55814,10583,81837,15513.9,111640,21176.08,157884,29920.64,121598,23021.74,71327,13574.8
