,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
337,600036.SH,20180514,28.7603,29.4298,28.5717,29.0621,28.3643,0.6978,2.4601,707667.57,2175818.347,77337,23746.14,89236,27492.5,130806,40184.68,168521,51883.51,227970,70036.06,204493,62913.65,239797,73856.59,214422,65764.64,30854,9756.15
336,600036.SH,20180515,29.0904,29.1375,28.5906,28.8169,29.0621,-0.2452,-0.8437,329875.5,1007130.845,62167,18963.46,39639,12105.62,81514,24872.64,85962,26261.53,114146,34856.94,109959,33572.89,81404,24877.31,101090,30838.29,-49868,-15188.8
335,600036.SH,20180516,28.6472,28.6755,28.1757,28.2606,28.8169,-0.5563,-1.9305,344519.12,1038605.796,74871,22561.96,36134,10904.07,97967,29543.3,103280,31141.41,105872,31916.3,130332,39299.75,74383,22426.65,81204,24451.15,-108043,-32503.98
334,600036.SH,20180517,28.2889,28.4869,27.9117,28.1003,28.2606,-0.1603,-0.5672,290467.05,867844.69,67099,20019.62,38958,11644.83,84919,25369.95,90867,27157.08,99791,29834.14,107827,32230.53,40011,11973.11,54919,16388.55,-32571,-9663.64
333,600036.SH,20180518,28.072,28.8263,27.8834,28.7226,28.1003,0.6223,2.2146,394017.91,1188037.515,38707,11637.32,70288,21203.74,98064,29547.81,117681,35455.35,156635,47247.38,126292,38041.35,111741,33745.94,88851,26850.58,77533,23598.14
332,600036.SH,20180521,28.9678,29.2224,28.4209,28.5435,28.7226,-0.1791,-0.6236,415216.42,1267521.731,63572,19368.74,51810,15839.5,107555,32832.31,116045,35439.59,136090,41572.83,167502,51126.65,120166,36702.22,92034,28066.02,-64697,-19643.06
331,600036.SH,20180522,28.4209,28.5152,27.94,28.1191,28.5435,-0.4244,-1.4869,365426.24,1088792.95,83999,25019.97,32413,9660.01,108105,32203.1,76420,22777.91,106486,31723.57,161533,48128.02,69154,20618.82,96453,28722.11,-67860,-20190.38
330,600036.SH,20180523,28.1003,28.2134,27.8268,27.9211,28.1191,-0.198,-0.7041,296513.43,880162.33,68108,20205.63,37971,11285.68,96693,28696.53,85335,25339,96357,28615.73,97769,29028.72,44522,13217.35,81572,24179.33,-12718,-3718.6
329,600036.SH,20180524,27.9117,27.9871,27.3459,27.4402,27.9211,-0.4809,-1.7224,355224.98,1041219.094,86526,25347.09,46035,13511.75,92013,26961.26,109494,32106.62,120371,35281.23,121573,35654.1,71305,20926.36,90765,26553.75,-111856,-32761.72
328,600036.SH,20180525,27.4213,27.7514,27.3365,27.5439,27.4402,0.1037,0.3779,251505.2,734119.737,48290,14082.63,36071,10535.88,69651,20325.35,81238,23725.81,79382,23172.29,84599,24696.71,56740,16577.85,53317,15537.71,-17937,-5213.26
327,600036.SH,20180528,27.5628,27.6476,26.7895,27.1573,27.5439,-0.3866,-1.4036,605072.16,1741562.593,119194,34253.7,69209,19933.41,173562,49966.93,181017,52183.58,195618,56306.88,192714,55457.87,129287,37245.72,175706,50481.34,-77887,-22346.41
326,600036.SH,20180529,27.0159,27.327,26.7895,27.2893,27.1573,0.132,0.4861,480534.15,1376604.969,67158,19216.96,49812,14278.62,115141,32964.01,130366,37356.92,143809,41195.81,210924,60407.91,166916,47852.16,107785,30855,-104034,-29627.26
325,600036.SH,20180530,26.8744,26.997,26.667,26.6858,27.2893,-0.6035,-2.2115,339588.88,966502.631,77521,22054.54,39236,11164.91,89355,25429.84,126136,35903.54,108930,31007.45,113602,32340.76,69321,19741.07,66033,18785.63,-58793,-16693.65
324,600036.SH,20180531,26.7707,27.3648,26.7424,27.1384,26.6858,0.4526,1.696,522925.83,1500473.743,68255,19557.25,94950,27248.31,162348,46587.73,148094,42477.08,208112,59728.72,142039,40789.7,88861,25503.37,140091,40161.16,29213,8537.14
323,600036.SH,20180601,27.1384,27.327,26.8744,26.9687,27.1384,-0.1697,-0.6253,293259.87,841358.587,58994,16908.34,37198,10680.6,87555,25109.2,91143,26158.76,106921,30684.62,96571,27703.47,49487,14215.51,75840,21737.5,-13149,-3730.98
322,600036.SH,20180604,27.261,27.6099,26.9876,27.5816,26.9687,0.6129,2.2726,433343.96,1257114.616,50633,14666.18,85545,24835.44,117261,33980.26,146458,42495.51,160101,46448.47,148110,42952.9,112883,32801.44,63255,18335.16,15771,4705.76
321,600036.SH,20180605,27.5062,27.6759,27.2516,27.5911,27.5816,0.0095,0.0344,372882.25,1087160.936,56275,16393.7,48034,14015.76,105535,30754.13,126179,36785.31,125744,36659.48,136885,39899.3,91045,26578.37,71894,20964.16,-16592,-4785.55
320,600036.SH,20180606,27.5062,27.5911,27.1196,27.1573,27.5911,-0.4338,-1.5722,345608.15,1000091.941,72333,20907.19,64065,18513.36,101232,29270.81,107182,31019.14,111523,32262.24,107125,30998.24,60620,17576,66775,19320.56,-115975,-33523.49
319,600036.SH,20180607,27.2516,27.6005,27.1196,27.2516,27.1573,0.0943,0.3472,494430.68,1435268.845,56978,16507.02,69920,20318.09,121053,35124.75,160898,46718.68,169337,49128.87,186557,54161.58,162525,47263.36,93288,27048.93,-56771,-16336.56
318,600036.SH,20180608,27.1102,27.1384,26.5727,26.5915,27.2516,-0.6601,-2.4222,426216.27,1209479.17,110289,31294.92,50316,14282.63,129752,36824.88,109223,31002.31,135225,38382.53,139943,39727.1,61979,17575.05,132245,37493.43,-120901,-34282.31
317,600036.SH,20180611,26.5915,27.0159,26.3464,26.997,26.5915,0.4055,1.5249,378331.56,1070796.378,62455,17650.65,61050,17312.18,113706,32139.33,100393,28422.81,141682,40106.74,149096,42191.19,75446,21411.04,77672,21942.44,-6802,-1763.48
316,600036.SH,20180612,26.9876,27.3082,26.9876,27.1007,26.997,0.1037,0.3841,311971.55,898564.345,48338,13921.23,52107,15016.72,115141,33161.45,91478,26359.88,105459,30379.47,111909,32240.02,44303,12767.79,59672,17157.91,18094,5271.17
315,600036.SH,20180613,27.1102,27.3176,26.9687,27.0724,27.1007,-0.0283,-0.1044,267532.33,770378.532,53264,15337.98,32721,9432.37,85314,24563.65,70405,20282.98,75601,21769.1,103547,29816.83,55542,15995.27,60599,17428.18,-40035,-11486.51
314,600036.SH,20180614,27.0159,27.393,26.8084,26.9404,27.0724,-0.132,-0.4876,343383.56,984047.476,57233,16375.7,36354,10431.01,99734,28570.03,80841,23194.19,114620,32843.51,146456,41975.96,80655,23150.67,84889,24277.02,-34492,-9793.25
313,600036.SH,20180615,26.8461,27.4213,26.799,27.2893,26.9404,0.3489,1.2951,419549.31,1213019.309,49745,14378.39,69910,20223.52,108443,31339.76,125105,36179.13,170839,49394.32,140782,40703.99,102970,29794.28,94021,27163.45,83388,24161.63
312,600036.SH,20180619,27.0064,27.5722,26.8273,27.3365,27.2893,0.0472,0.173,1206094.33,3483188.942,58282,16780.11,97374,28131.16,107098,30849.68,201632,58200.45,158155,45601.61,408662,117957.95,913945,264163.86,527334,152371.02,-306883,-88567.67
311,600036.SH,20180620,27.1384,27.2327,26.7047,26.8838,27.3365,-0.4527,-1.656,364526.37,1040634.032,72232,20611.98,46609,13310.68,103337,29505.38,114360,32659.17,121621,34723.58,133205,38024.82,73366,20946.13,77952,22233.92,-85728,-24424.12
310,600036.SH,20180621,26.8933,27.4025,26.8744,27.0159,26.8838,0.1321,0.4914,316216.66,910748.282,38311,11013.36,50851,14657,73256,21088.58,102429,29505.91,146021,42072.19,109677,31595.63,64497,18594.76,57980,16677.76,38351,11159.03
309,600036.SH,20180622,27.0347,27.1384,26.667,26.9876,27.0159,-0.0283,-0.1048,221997.49,634077.528,48584,13857.69,35370,10111.89,88173,25191.2,59621,17035.48,57880,16533.23,85395,24390.15,32404,9263.61,45527,12986.91,504,198.97
308,600036.SH,20180625,27.0441,27.0724,26.0729,26.0918,26.9876,-0.8958,-3.3193,482160.15,1355187.817,118040,33122.71,40296,11302.94,121564,34143.24,115815,32527.81,165792,46609.24,153418,43087.04,85359,24067.15,175324,49351.82,-141565,-39686.77
307,600036.SH,20180626,25.9126,25.922,24.7056,25.3657,26.0918,-0.7261,-2.7829,623228.18,1669754.262,124015,33206.79,88165,23620.13,168783,45241.78,147542,39517.78,196287,52570.42,226226,60630.85,146767,39329.58,171893,46021.78,-52699,-14138.01
306,600036.SH,20180627,25.1582,25.3468,24.6113,24.8282,25.3657,-0.5375,-2.119,442689.36,1171600.53,83296,22051.83,44210,11721.23,115762,30681.38,94870,25111.83,137881,36506.58,153091,40535.4,119888,31653.16,162453,42934.89,-46220,-12162.86
305,600036.SH,20180628,24.7528,24.7999,24.1398,24.3756,24.8282,-0.4526,-1.8229,439700.14,1140542.154,90023,23342.21,77246,20046.4,104323,27056.99,121392,31485.16,131557,34129.38,123211,31965.55,127680,33145.96,134749,34956.61,-21205,-5407.2
304,600036.SH,20180629,24.4982,25.0734,24.4887,24.9319,24.3756,0.5563,2.2822,309110.69,814179.727,39304,10350.47,60314,15896.91,94811,24950.07,92389,24347.62,106292,28028.87,93051,24497.69,78934,20787.07,69936,18404.88,45234,11900.53
303,600036.SH,20180702,24.9319,25.2054,23.8569,23.989,24.9319,-0.9429,-3.7819,435187.1,1124749.5,92938,23993.71,47246,12248.47,118589,30648.26,112153,29051.36,123918,31964.65,161221,41668.93,111024,28769.78,122582,31576.46,-127743,-33011.35
302,600036.SH,20180703,23.989,24.0172,23.2912,23.7815,23.989,-0.2075,-0.865,658584.03,1654664.571,93027,23359.68,82581,20759.69,194217,48812.12,259634,65235.22,248463,62430.97,236787,59492.41,140507,35306.53,96640,24271.55,13898,3632.83
301,600036.SH,20180704,23.7438,24.055,23.5363,23.6212,23.7815,-0.1603,-0.6741,369649.5,930211.549,83792,21072.82,41810,10531.23,111337,28021.89,102606,25835.34,113231,28517.17,141723,35671.09,67617,17003.96,90570,22756.28,-25956,-6452.19
300,600036.SH,20180705,23.7344,24.0644,23.5175,23.989,23.6212,0.3678,1.5571,495925.11,1252366.553,52924,13356.88,69743,17627.27,137972,34823.48,199300,50284.5,191812,48427.46,156034,39410.36,107636,27222.47,68049,17205.96,-1254,-232.55
299,600036.SH,20180706,24.0361,24.6867,23.5552,24.3661,23.989,0.3771,1.572,441258.91,1131470.156,49012,12530.19,71981,18520.77,136177,34878.79,104655,26905.85,148536,38072.32,139751,35838.38,117353,30196.63,137935,35233.08,7379,2057.62
298,600036.SH,20180709,24.517,25.4788,24.517,25.4128,24.3661,1.0467,4.2957,527058.16,1412279.854,51604,13821.68,87259,23363.54,120439,32238.87,121145,32434.33,186763,49991.09,171105,45853.05,180382,48441.19,166576,44690.86,65534,17585.18
297,600036.SH,20180710,25.4694,25.5543,25.0451,25.2714,25.4128,-0.1414,-0.5564,326841.86,875889.897,50331,13479.53,29998,8047.71,111412,29845.92,78060,20918.47,133676,35826.1,90451,24253.52,41207,11060.99,133016,35621.63,-2892,-744.53
296,600036.SH,20180711,24.5924,25.2619,24.517,25.0828,25.2714,-0.1886,-0.7463,316712.58,839272.378,67185,17794.91,31125,8253.99,88221,23370.37,84562,22408.24,107083,28396.91,118924,31515.25,60601,16061.88,87838,23265.39,1650,518.67
295,600036.SH,20180712,25.122,25.7549,24.8299,25.3557,25.0831,0.2726,1.0868,469426.52,1225745.783,60420,15764.61,52298,13660.29,122102,31879.36,117081,30567.53,168182,43922.65,192006,50114.19,131928,34462.22,120810,31561.83,30149,7959.59
294,600036.SH,20180713,25.5894,25.6089,25.2876,25.5407,25.3557,0.185,0.7296,247061.06,646322.656,33240,8687.2,45178,11817.62,74699,19533.59,70199,18365.43,94796,24801.55,85913,22475.24,47594,12465.85,51212,13395.15,29728,7806
293,600036.SH,20180716,25.4823,25.8815,24.9078,24.9954,25.5407,-0.5453,-2.135,359321.94,931706.273,70117,18111.77,43433,11282.55,86334,22382.58,74250,19313.7,102110,26500.03,155887,40412.34,104959,27273.1,89122,23037.41,-30379,-7767.96
292,600036.SH,20180717,24.8299,24.9954,24.4404,24.7033,24.9954,-0.2921,-1.1686,289369.01,732402.036,66246,16761.89,43508,11018.13,92324,23368.9,79900,20218.92,80167,20290.58,71304,18065.59,58904,14910.47,99024,25036.2,-74913,-18931.71
291,600036.SH,20180718,24.8981,25.2583,24.5475,24.6254,24.7033,-0.0779,-0.3153,332355.25,849465.221,61498,15692.05,43621,11177.07,97947,25053.45,136381,34873.22,97281,24854.44,85112,21764.41,79462,20326.98,73224,18662.52,-46008,-11666.88
290,600036.SH,20180719,24.9078,25.2097,24.8299,24.9468,24.6254,0.3214,1.3052,395286.7,1016389.267,38143,9797.23,56668,14575.01,75362,19365.94,90200,23190.74,153070,39349.16,131232,33742.97,131165,33759.49,119187,30646.43,55931,14441.44
289,600036.SH,20180720,24.9468,26.7287,24.7325,26.6605,24.9468,1.7137,6.8694,1010892.31,2704374.608,56588,15041.02,135799,36327.04,196826,52334.34,209887,56116.2,304140,81221.22,316234,84452.63,464769,124963.37,371001,99542.67,236599,63164.33
288,600036.SH,20180723,26.6702,27.4103,26.271,27.1279,26.6605,0.4674,1.7532,924108.84,2550106.045,63424,17480.74,99460,27548.79,163805,45245.41,191261,52872.16,325795,89922.42,343427,94843.08,407098,112289.51,329346,90581.84,121316,33646.24
287,600036.SH,20180724,27.1279,27.8484,26.8455,27.0208,27.1279,-0.1071,-0.3948,694538.92,1944728.34,81759,22856.97,91207,25551.36,182117,50912.4,188689,52826.38,262938,73621.01,249313,69789.6,196837,55242.05,191136,53523.3,-26743,-7333.7
286,600036.SH,20180725,27.459,27.7024,27.1182,27.4784,27.0208,0.4576,1.6935,430216.84,1212914.508,69013,19441.16,82370,23232.08,108034,30432.45,105891,29864.03,159380,44946.71,148378,41799.14,110363,31149.43,108073,30483.15,46829,13310.83
285,600036.SH,20180726,27.6147,28.1892,27.1474,27.3811,27.4784,-0.0973,-0.3541,458657.24,1299264.844,61176,17255.67,60880,17272.25,106431,30089.05,117182,33187.94,158971,45080.88,180398,51126.01,145331,41263.5,117991,33377.84,-21322,-5888.65
284,600036.SH,20180727,27.3811,27.7316,26.8845,27.3518,27.3811,-0.0293,-0.107,308430.01,864315.734,56404,15795.4,42842,12026.45,98665,27660.77,93788,26277.88,105285,29475.42,113271,31757.04,56449,15836.75,68832,19247.59,-2223,-517.07
283,600036.SH,20180730,27.3518,28.0919,27.1668,27.8582,27.3518,0.5064,1.8514,383391.28,1086965.824,61075,17252.11,51863,14748.02,104332,29509.2,111191,31562.67,140563,39919.55,175276,49580.44,79451,22602.19,49447,14057.84,9763,2921.18
282,600036.SH,20180731,27.8484,27.975,27.2155,27.644,27.8582,-0.2142,-0.7689,348277.76,987037.63,55994,15835.44,52981,15027.07,108615,30754.15,112460,31865.73,119381,33851.55,144870,41052.29,73971,21010.7,48121,13634.44,-50360,-14152.3
281,600036.SH,20180801,27.9361,28.3256,27.1182,27.1376,27.644,-0.5064,-1.8319,536866.11,1531776.02,84860,24088.2,64127,18411.93,141324,40242.6,146749,41914.68,194558,55595.77,203893,58140.77,134598,38528.81,135519,38563.09,-42230,-11720.97
280,600036.SH,20180802,27.0695,27.3616,26.2905,26.4658,27.1376,-0.6718,-2.4755,571923.9,1566477.322,98969,27042.35,40585,11128.28,175028,47942.72,140283,38398.04,185827,50966.96,258511,70757.03,127611,34934.63,145717,39953.8,-8638,-2284.03
279,600036.SH,20180803,26.6118,27.011,26.4658,26.5242,26.4658,0.0584,0.2207,298116.45,819624.634,66862,18375.77,42696,11752.71,86007,23629.07,86803,23867.49,114894,31602.36,128711,35368.34,40213,11065.22,45202,12428.4,55035,15199.62
278,600036.SH,20180806,26.6605,27.3518,26.4852,26.865,26.5242,0.3408,1.2849,385964.05,1069702.81,54881,15188.22,52817,14660.28,125112,34626.53,123063,34124.32,136457,37836.28,143323,39709.75,81893,22755.12,80133,22181.99,33032,9207.02
277,600036.SH,20180807,26.865,27.7511,26.7676,27.7316,26.865,0.8666,3.2258,513960,1445089.051,65011,18319.2,92136,25941.56,133266,37448.05,161636,45474.7,143466,40314.21,173335,48696.81,185553,52180.98,110064,30916.97,65750,18574.82
276,600036.SH,20180808,27.8484,27.8484,27.2739,27.3713,27.7316,-0.3603,-1.2992,282441.43,798263.714,48544,13696.89,63621,17988.74,115795,32710.83,89731,25377.92,80765,22831.3,86770,24513.7,42830,12138.9,45419,12820.44,-35709,-10029.54
275,600036.SH,20180809,27.2058,28.199,27.1668,28.014,27.3713,0.6427,2.3481,403921.18,1153671.635,50035,14247.03,82701,23648.02,112732,32109.54,172905,49334.44,150633,43059.22,110574,31596.25,95200,27289.75,43646,12463.25,70446,20237.76
274,600036.SH,20180810,28.0529,28.0919,27.3908,27.6926,28.014,-0.3214,-1.1473,271445.65,771539.712,71033,20168.21,43176,12273.68,79976,22720.68,81139,23062.53,76353,21723.13,89026,25307.36,48729,13865.3,61562,17497.22,-43105,-12196.36
273,600036.SH,20180813,27.3811,27.3811,26.5339,26.9818,27.6926,-0.7108,-2.5668,467600.18,1288408.92,112639,31021.67,51315,14141.3,155919,42952.65,93767,25859.63,155737,42903.14,184162,50739.19,52202,14404.35,143775,39576.13,-72184,-19832.82
272,600036.SH,20180814,26.9331,27.0597,26.5242,26.7871,26.9818,-0.1947,-0.7216,265917.33,730077.525,61287,16813.45,37458,10295.92,96455,26480.78,87864,24127.05,88290,24248.02,110307,30276.16,27735,7618.88,37655,10325.98,-31028,-8454.91
271,600036.SH,20180815,26.7871,26.8066,25.8718,25.9984,26.7871,-0.7887,-2.9443,384433.06,1035868.466,104325,28111.94,55287,14901.75,104547,28199.02,108569,29266.78,110097,29669.15,113088,30476.09,75837,20398.85,116153,31271.19,-130967,-35328.77
270,600036.SH,20180816,25.5991,26.4268,25.5115,26.0373,25.9984,0.0389,0.1496,383702.46,1024991.052,68716,18332.73,58219,15578.4,132092,35310.31,143844,38439.71,129309,34537.76,130567,34882.34,63008,16832.59,62712,16702.38,3478,1042.3
269,600036.SH,20180817,26.3879,26.4852,25.7452,25.8231,26.0373,-0.2142,-0.8227,259363.25,697067.989,46771,12531.19,41443,11151.97,83217,22366.83,92953,24968.74,97330,26160.47,97423,26185.27,38543,10395.94,33458,8988.72,-26706,-7091.26
268,600036.SH,20180820,26.2807,26.3976,25.7257,26.2515,25.8231,0.4284,1.659,369550.56,992571.277,49536,13259.6,61216,16450.88,113764,30523.82,109128,29317.37,145471,39084.2,114237,30707.11,72879,19630.81,94564,25349.86,3440,1035.36
267,600036.SH,20180821,26.3294,26.6994,26.1834,26.3879,26.2515,0.1364,0.5196,369906.29,1005654.829,57959,15745.68,53577,14574.84,92368,25092.86,121397,32999.54,145801,39642.07,138020,37513.97,83177,22644.83,67613,18386.67,-7619,-2017.34
266,600036.SH,20180822,26.4755,26.4852,26.1152,26.3294,26.3879,-0.0585,-0.2217,202681.37,548067.472,37584,10158.84,27114,7334.77,65578,17729.79,61902,16733.59,80170,21682.43,98364,26599.23,22125,5987.77,18884,5106.69,-29435,-7921.69
265,600036.SH,20180823,26.4268,26.7287,26.1152,26.5826,26.3294,0.2532,0.9617,321319.89,874029.537,40680,11043.63,53588,14587.56,96547,26255.08,92844,25263.48,125771,34229.79,133754,36371.97,63314,17232.4,48532,13187.43,-54174,-14646.99
264,600036.SH,20180824,26.4365,27.5563,26.2515,26.9721,26.5826,0.3895,1.4652,480269.75,1325865.555,52750,14500.16,87373,24153,113135,31152.52,144798,39982.72,175970,48543.47,185792,51278.74,148981,41321.55,78020,21512.88,16671,4868.29
263,600036.SH,20180827,27.3129,27.8582,27.1182,27.79,26.9721,0.8179,3.0324,510807.55,1443348.642,79137,22363.22,100121,28306.09,118665,33485.64,161793,45696.39,146797,41389.12,171637,48486.29,178078,50452.64,87058,24615.66,59697,16982.46
262,600036.SH,20180828,27.8192,28.2477,27.79,27.8679,27.79,0.0779,0.2803,368443.55,1060897.27,35419,10181.61,71063,20464.13,75170,21619.47,102126,29404.44,128645,37017.23,121273,34909.84,140688,40577.69,83679,24101.46,-16658,-4723.33
261,600036.SH,20180829,27.8777,28.2379,27.7024,28.0042,27.8679,0.1363,0.4891,260969.41,749530.161,35686,10229.22,57305,16459.04,56804,16293.88,75753,21758.83,107315,30839.56,78116,22441.45,68231,19622.78,56916,16334.98,-12548,-3551
260,600036.SH,20180830,27.975,28.1113,27.3421,27.4005,28.0042,-0.6037,-2.1557,272573.33,772976.674,56054,15888,33172,9425.6,74044,21018.34,86709,24609.25,96607,27374.29,102935,29193,50887,14440.85,52210,14762.85,-51158,-14506.09
259,600036.SH,20180831,27.2739,27.9945,27.2447,27.5466,27.4005,0.1461,0.5332,460881.48,1309258.982,61782,17528.06,63060,17936.35,97014,27534.62,129252,36744.43,122681,34837.24,155546,44190.15,190613,54210.83,127368,36137.09,-28470,-7982.76
258,600036.SH,20180903,27.5758,27.6926,27.2253,27.4005,27.5466,-0.1461,-0.5304,260701.01,734063.563,55350,15563.51,38917,10952.81,75451,21243.61,59900,16867.56,88281,24864.26,90364,25445.14,52412,14772.67,79389,22351.44,-34904,-9761.37
257,600036.SH,20180904,27.4395,27.9945,27.196,27.8874,27.4005,0.4869,1.777,328223.55,931947.242,60769,17194.73,64050,18158.57,91974,26079.25,112613,31982.32,113677,32310.63,109547,31099.22,68211,19434.79,48499,13788.19,46501,13376.42
256,600036.SH,20180905,27.605,27.7316,26.9526,26.9624,27.8874,-0.925,-3.3169,359403.14,1008629.733,85730,24033.33,54998,15467.89,92489,25951.28,98643,27681.57,120422,33807.94,127568,35780.09,68482,19245.13,82822,23237.65,-99407,-27840.28
255,600036.SH,20180906,26.9721,27.1182,26.7092,26.7773,26.9624,-0.1851,-0.6865,245919.32,679321.762,59903,16547.3,32341,8940.28,90456,24992.75,64012,17691.89,71395,19723.97,104378,28842.9,29411,8118.2,47709,13155.46,-2123,-539.36
254,600036.SH,20180907,26.9234,27.459,26.8747,27.4297,26.7773,0.6524,2.4364,397195.87,1111287.76,28497,7960.9,68420,19149.52,86484,24186.91,125358,35070.64,198262,55458.74,134381,37588.22,89174,24984.41,71616,20037.37,47455,13340.56
253,600036.SH,20180910,27.2253,27.5563,27.05,27.1668,27.4297,-0.2629,-0.9585,263784.71,739029.722,39633,11096.2,35065,9833.44,113343,31763.35,79787,22373.62,83054,23269.68,87536,24534.12,34892,9772.92,64229,17953.29,-17392,-4787.75
252,600036.SH,20180911,27.2155,27.3616,26.4268,26.68,27.1668,-0.4868,-1.7919,334693.3,923390.421,74392,20514.18,32570,9001.21,122155,33743.9,111571,30802.01,100992,27830.77,133065,36710.55,42293,11672.97,61809,17023.37,-46759,-12778.41
251,600036.SH,20180912,26.5047,26.8747,26.3002,26.68,26.68,0,0,229876.13,626631.245,57916,15783.85,41699,11390.15,86298,23533.98,81669,22272.5,64587,17606.69,69231,18853.96,24527,6679.45,40726,11085.44,15467,4255.48
250,600036.SH,20180913,27.2058,27.2837,26.5729,27.0305,26.68,0.3505,1.3137,306764.78,847633.415,36276,10001.41,51514,14238.27,107291,29597.02,99933,27612.04,108068,29878.52,109539,30281.92,63538,17606.14,53700,14811.76,-20870,-5694.75
249,600036.SH,20180914,27.2545,27.2545,26.9526,27.1474,27.0305,0.1169,0.4325,175460.04,488249.006,24981,6948.59,38782,10793.5,48613,13522.67,56875,15828.47,68900,19171.45,72079,20054.52,36272,10103.45,12687,3529.72,-2355,-638.22
248,600036.SH,20180917,27.0013,27.0695,26.6508,26.7287,27.1474,-0.4187,-1.5423,162202.19,446801.683,33410,9199.06,39316,10835.13,59300,16331.29,49766,13715.39,52108,14361.8,56621,15585.23,19512,5376.72,18879,5200.69,-25059,-6869.99
247,600036.SH,20180918,26.7287,27.5076,26.6605,27.4395,26.7287,0.7108,2.6593,399372.29,1112244.774,34705,9610.64,64472,17951.64,75447,20936.82,129295,35977.95,141720,39435.67,139849,38930.45,145215,40594.61,68689,19171.53,87479,24515.21
246,600036.SH,20180919,27.42,27.8971,27.2253,27.6537,27.4395,0.2142,0.7806,432734.86,1227422.967,41309,11697.15,68858,19548.97,86001,24381.96,176557,50093.6,163573,46413.04,139611,39570.78,148049,42017.32,58122,16482.55,18802,5471.98
245,600036.SH,20180920,27.829,28.0919,27.6245,27.7608,27.6537,0.1071,0.3873,286582.73,818977.671,43448,12397.34,52492,14999.11,82816,23646.4,88647,25347.5,123733,35377.01,113816,32515.16,41902,11999.38,38441,10984.77,-1692,-440.58
244,600036.SH,20180921,27.9458,29.5038,27.7024,29.5038,27.7608,1.743,6.2786,778372.95,2295785.053,58287,17084.24,130369,38444.61,168021,49397.65,201498,59311.21,238887,70313.39,248691,73112.39,325159,96339.72,213758,63404.52,235711,69703.97
243,600036.SH,20180925,29.0461,29.2993,28.5495,28.8416,29.5038,-0.6622,-2.2445,527381.86,1567282.266,77180,22890.43,39788,11839.49,149887,44523.9,170597,50712.82,193894,57662.15,192741,57245.48,123437,36722.13,139007,41316.02,-104293,-30866.83
242,600036.SH,20180926,28.9682,30.1756,28.6372,29.6498,28.8416,0.8082,2.8022,749317.99,2270642.277,69943,21171.21,106589,32379.72,176074,53245.43,203651,61850.13,319035,96767.14,260081,78785.32,206994,62763.26,204222,61685.43,79496,24230.9
241,600036.SH,20180927,29.4648,29.8835,29.2214,29.6304,29.6498,-0.0194,-0.0654,402571.93,1221936.467,58602,17773.33,58345,17711.35,123807,37581.34,118905,36077.2,140023,42477.43,129081,39164.68,93954,28555.07,106623,32384.53,8713,2748.56
240,600036.SH,20180928,29.864,30.2925,29.5038,29.8835,29.6304,0.2531,0.8542,556008.15,1709812.847,67365,20669.94,65825,20265.08,134481,41319.35,145116,44634.81,202520,62311.99,167208,51420.48,174672,53759.98,200701,61691.17,32648,10259.68
239,600036.SH,20181008,28.9195,29.2993,28.5885,28.6566,29.8835,-1.2269,-4.1056,623333.82,1851291.903,100752,29909.99,45845,13632.4,194293,57743.31,158296,47048.57,226074,67179.61,261599,77714.42,119401,35420.97,167891,49805.02,-4408,-1130.97
238,600036.SH,20181009,28.5593,28.9098,28.2379,28.6274,28.6566,-0.0292,-0.1019,421493.3,1233995.871,86333,25266.95,56471,16556.77,141139,41333.82,113626,33300.66,126060,36907.78,157974,46272.76,77805,22782.97,102438,29906.98,-48391,-14074.52
237,600036.SH,20181010,28.5787,29.1045,28.384,28.8222,28.6274,0.1948,0.6805,390003.77,1152179.444,47522,14012.64,73047,21592.2,120481,35568.66,114656,33880.88,157416,46515.75,124408,36743.12,77604,22972.07,88403,26112.44,-1376,-320.38
236,600036.SH,20181011,27.9069,28.3061,27.3713,27.7024,28.8222,-1.1198,-3.8852,615476.91,1764499.442,100065,28666.05,76602,21969.61,183124,52520.68,171604,49221.26,203483,58315.23,237467,68123.78,150129,43073.57,148935,42636.56,-74916,-21312.63
235,600036.SH,20181012,27.9458,28.5982,27.7121,28.3937,27.7024,0.6913,2.4955,661307.02,1910801.822,86030,24860.27,79632,23052.96,155780,44958.07,162988,47173.87,230295,66497.64,228560,66036.46,213513,61767.89,207750,59900.49,98651,28636.33
234,600036.SH,20181015,28.3937,28.4132,27.7998,27.9848,28.3937,-0.4089,-1.4401,349998.84,1009163.706,68208,19640.87,41284,11904.74,102512,29531.71,97518,28133.48,131593,37951.4,122598,35339.13,56178,16242.85,97184,28015.74,-58676,-16850.52
233,600036.SH,20181016,28.0627,29.0169,27.9848,28.3353,27.9848,0.3505,1.2525,577691.91,1688042.114,79605,23191.86,102363,29945.32,183973,53700.03,175281,51229.93,209824,61339.06,222473,64985.74,122100,35807.78,94232,27529.35,23161,7049.74
