,ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
332,002405.SZ,20180521,46815,11947.04,51206,13080.94,68123,17386,70027,17884.53,75374,19246.09,78213,19967.02,38675,9891.13,29541,7537.77,19004,4879.12
331,002405.SZ,20180522,67380,16924.95,31681,7968.29,75890,19067.08,59115,14862.44,63654,15997.97,78859,19800.51,13494,3391.41,50763,12750.17,-58388,-14654.07
330,002405.SZ,20180523,61708,15587.56,50316,12748.2,78851,19944.69,76934,19472.55,70044,17722.89,89258,22569.78,25465,6469.42,19560,4934.04,-588,-64.28
329,002405.SZ,20180524,57346,14363.81,26393,6624.92,58559,14678.91,59179,14836.83,48340,12120.36,64208,16082.06,12538,3140.38,27004,6759.65,-49569,-12384.58
328,002405.SZ,20180525,134614,32420.13,65610,15850.68,122918,29633.94,130471,31443.5,130018,31319.39,131773,31767.97,40523,9729.69,100219,24041,-115569,-27843.05
327,002405.SZ,20180528,68387,15979.45,34860,8164.23,78361,18331.61,71274,16658,61925,14474.52,80589,18849.27,20536,4785.27,42487,9899.35,-39590,-9156.55
326,002405.SZ,20180529,43133,10083.3,33617,7867.45,52133,12193.44,60346,14115.68,42354,9913.77,43640,10203.38,11413,2670.36,11431,2674.36,-4747,-1090.32
325,002405.SZ,20180530,56487,12876.88,35662,8138.73,64178,14640.24,63579,14502.79,49581,11311.28,74217,16920.67,17213,3910.92,14002,3177.12,-26801,-6090.87
324,002405.SZ,20180531,42433,9626.21,29645,6732.51,52584,11930.78,59979,13617.11,51017,11580.13,50019,11347.73,13870,3152.2,20263,4591.97,-5677,-1271.64
323,002405.SZ,20180601,49860,11297.63,39023,8890.07,65448,14860.99,74906,17021.79,66271,15070.09,77418,17558.2,29103,6647.39,19335,4406.03,-25270,-5663.2
322,002405.SZ,20180604,45816,10270.49,26231,5889.17,58990,13237.3,64262,14419.57,38374,8614.5,50164,11257.52,7997,1798.59,10521,2354.63,-16715,-3720.94
321,002405.SZ,20180605,41436,9405.29,52329,11916.07,64608,14682.34,73567,16716.72,71061,16157.95,63474,14415.27,24067,5499.22,11802,2696.74,39271,8945.52
320,002405.SZ,20180606,43954,10054.11,29539,6760.14,53999,12356.04,44159,10107.31,40961,9382.22,49070,11231.36,6166,1410.16,22313,5103.73,-36265,-8284.12
319,002405.SZ,20180607,33992,7774.85,28594,6545.18,41345,9462.82,43559,9963.58,36166,8268.18,37674,8620.84,6537,1502.05,8212,1878.29,-23504,-5354.82
318,002405.SZ,20180608,41191,9247.38,29517,6641.65,49709,11169.17,54156,12173.39,47214,10618.96,46866,10527.26,7266,1632.87,14841,3326.07,-25560,-5714.89
317,002405.SZ,20180611,23696,5321.66,27388,6159.61,33760,7585.19,37928,8525.42,33721,7583.4,23970,5383.96,5793,1302.7,7684,1723.96,-4531,-1005.64
316,002405.SZ,20180612,40633,9292.75,49834,11405.27,62766,14358.05,64883,14840.9,68374,15665.55,51303,11745.01,11008,2519.12,16761,3844.29,42879,9835.8
315,002405.SZ,20180613,46669,10737.66,35560,8185.55,59615,13707.24,55006,12653.71,43223,9942.72,58139,13366.4,7219,1657.26,8021,1839.22,-4191,-933.46
314,002405.SZ,20180614,29953,6843.12,23209,5307.91,44551,10182.66,40988,9371.8,40263,9201.85,44851,10246.36,5559,1274.74,11278,2576.31,-11939,-2713.33
313,002405.SZ,20180615,79068,17187.38,39539,8583.71,86520,18796.37,85902,18667.02,79567,17247.22,99635,21646.99,18778,4056.87,38856,8390.13,-42496,-9287.38
312,002405.SZ,20180619,85894,17259.99,45578,9168.88,91344,18370.35,95295,19210.62,80322,16216.87,109249,22047.57,38982,7780.83,46419,9200.97,-58331,-11677.38
311,002405.SZ,20180620,56389,11101.54,47734,9412.42,71594,14099.11,73681,14520.41,59223,11675.25,56370,11107.84,16235,3205.7,25657,5040.94,-7924,-1532.32
310,002405.SZ,20180621,89742,17077.85,45289,8632.11,98176,18682.94,95021,18079.39,75300,14269.77,98662,18758.35,16800,3153.29,41045,7714,-62578,-11862.23
309,002405.SZ,20180622,47944,8966.25,49321,9235.59,67397,12599.93,76760,14362.07,45087,8434.25,43416,8112.87,15199,2854.62,6130,1144.53,17072,3210.47
308,002405.SZ,20180625,52164,9890.95,35560,6755.79,62234,11816.73,62709,11914.86,38178,7262.28,49269,9357.73,11031,2092.2,16068,3033.79,-23403,-4424.11
307,002405.SZ,20180626,47274,9061.88,70648,13555.64,75567,14477.72,81148,15548.75,78008,14954.2,58007,11100.26,26636,5111.9,17682,3401.06,50380,9659.29
306,002405.SZ,20180627,48529,9406.66,35362,6864.12,56872,11035.01,50794,9858.32,30253,5877.18,45146,8764.87,6143,1198.9,10495,2030.43,-11723,-2247.51
305,002405.SZ,20180628,36966,7150.82,31199,6041.59,59169,11456.17,52921,10245.08,27411,5305.1,33624,6502.64,2127,410.19,7929,1532.98,-4002,-754.98
304,002405.SZ,20180629,40470,8012.54,68129,13520.6,89491,17730.07,83071,16471.12,66275,13158.86,69228,13753.05,38297,7671.68,14105,2828.39,39463,7814.19
303,002405.SZ,20180702,64692,12854.94,34996,6961.28,64469,12818.55,62853,12512.6,44061,8788.16,60542,12052.78,10127,2019.06,24957,4954.05,-47949,-9513.61
302,002405.SZ,20180703,47147,9435.27,67727,13607.74,74549,14976.85,86087,17292.7,77082,15522.65,62801,12624.38,31949,6428.03,14111,2837.98,29256,5977.02
301,002405.SZ,20180704,62165,12330.04,30003,5960.67,68920,13683.14,56477,11222.41,38857,7726.75,61414,12194.36,5635,1125.52,27682,5488.01,-40401,-8002.8
300,002405.SZ,20180705,51176,9924.44,31801,6193.98,60294,11719.25,59332,11526.41,32113,6237.85,49567,9585.78,7841,1498.01,10724,2073.39,-24777,-4754.72
299,002405.SZ,20180706,64668,12623.66,75458,14785.38,85145,16654.53,97370,19048.83,79202,15518.16,64339,12575.58,40771,8012.2,32619,6398.75,-8384,-1604.22
298,002405.SZ,20180709,42820,8418.52,43193,8512.39,63317,12456.87,57439,11307.59,51487,10142.21,51547,10137.09,8847,1742.6,14292,2803.12,4708,956.1
297,002405.SZ,20180710,45445,8929.78,30034,5905.53,59050,11606.33,56172,11040.61,38005,7469.15,44469,8739.62,8394,1648.85,20219,3968.35,-26232,-5137.1
296,002405.SZ,20180711,112588,21154.59,43752,8236.77,107929,20287.27,110213,20698.68,46233,8665.8,92801,17432.95,6648,1244.13,26631,4983.37,-66803,-12546.67
295,002405.SZ,20180712,56009,10815.92,94260,18248.51,95762,18501.63,113503,21965.77,97036,18818.94,58425,11309.86,32137,6266.93,14755,2879.27,46239,8994.32
294,002405.SZ,20180713,58031,11464.31,52612,10401.82,79542,15717.85,86008,16992.61,61955,12248.55,59270,11707.55,13466,2660.03,15104,2988.76,22481,4465.94
293,002405.SZ,20180716,64059,12804.22,48813,9775.79,87418,17489.53,83202,16652.33,65578,13156.53,75438,15121.11,18841,3788.73,28442,5689.78,1908,437.03
292,002405.SZ,20180717,54103,10610.09,33886,6662.76,57118,11211.25,57616,11316.93,36379,7159.88,46708,9165.1,5437,1072.18,14827,2908.6,-26739,-5209.01
291,002405.SZ,20180718,54349,10729.93,34620,6858.02,60419,11960.87,53525,10590.04,42339,8395.6,59412,11758.73,6706,1327.69,16255,3207.31,-33368,-6563.53
290,002405.SZ,20180719,42295,8164.34,39263,7593.41,67303,13016.74,54356,10511.07,35813,6923.66,41596,8035.8,4166,805.07,14362,2769.54,-23262,-4471.61
289,002405.SZ,20180720,42912,8311.17,52155,10145.13,61248,11883.02,69762,13536.81,52603,10234.3,41986,8150.4,14718,2879.21,7578,1475.36,18892,3724.51
288,002405.SZ,20180723,50040,9952.66,60576,12067.28,82208,16360.45,93228,18558.92,88149,17559.84,72253,14391.92,19593,3915.44,13933,2770.26,5457,1110.98
287,002405.SZ,20180724,51818,10539.03,72992,14867.64,92345,18784.1,98757,20100.17,124132,25282.66,118761,24170.28,50057,10206.34,27842,5674.04,20586,4229.31
286,002405.SZ,20180725,58742,12041.13,41882,8603.47,74861,15358.74,82460,16918.11,87253,17913.31,92701,19029.48,25279,5196.17,29092,5958.29,-34112,-6936.27
285,002405.SZ,20180726,72059,14617.28,32500,6610.77,73365,14892.01,68831,13981.71,71174,14462.57,83857,17019.68,14404,2918.09,45812,9277.79,-55797,-11267.88
284,002405.SZ,20180727,54256,10788.5,31602,6289.42,53983,10736.19,52190,10384.53,35737,7110.09,52226,10390.7,11761,2342.84,19719,3912.97,-39483,-7834.45
283,002405.SZ,20180730,70264,13680,28186,5499.46,65656,12805.05,63492,12372.29,30932,6036.24,63476,12364.64,5313,1027.16,17010,3312.07,-49610,-9658.38
282,002405.SZ,20180731,66071,12617.87,26136,5001.91,59565,11386.15,55751,10668.13,34275,6556.23,61284,11705.84,9622,1831.61,26361,5015.97,-54437,-10368.71
281,002405.SZ,20180801,49042,9337.11,29781,5672.82,52402,9987.7,45985,8757.56,36185,6892.38,52469,10003.81,2269,434.18,11663,2217.18,-13990,-2634.6
280,002405.SZ,20180802,94441,17035.52,53430,9627.27,96164,17316.62,93635,16873.36,59713,10742.2,95698,17229.11,17855,3201.26,25409,4565.87,-60965,-11002.56
279,002405.SZ,20180803,43075,7665.73,31703,5646.45,51920,9241.39,55213,9827.84,31842,5667.99,36933,6567.41,3363,598.41,6351,1131.83,-12087,-2141.39
278,002405.SZ,20180806,41959,7347.96,28685,5039.65,55941,9807.73,49658,8713.91,32110,5628.11,38842,6799.77,6929,1211.06,19754,3441.54,-17228,-2987.33
277,002405.SZ,20180807,34008,6016.27,45080,7999.75,56221,9956.63,53871,9539.15,43227,7667.02,44298,7851.46,17959,3192.29,8166,1441.85,5021,919.24
276,002405.SZ,20180808,45695,8113.63,27203,4845.51,49843,8855.57,46807,8326.55,24530,4366.16,39127,6955.42,6183,1103.31,13113,2311.18,-26033,-4601.5
275,002405.SZ,20180809,44975,8139,79772,14471.17,78193,14149.87,87974,15927.7,93771,16996.84,72669,13165.29,36620,6666.03,13144,2387.57,38997,7071.9
274,002405.SZ,20180810,54750,9984.14,43241,7909.4,77422,14141.77,73588,13450.99,77978,14269.61,79808,14590.6,19498,3564.11,33010,6008.64,-8940,-1574.11
273,002405.SZ,20180813,67891,12726.42,138317,26419.65,122061,22937.15,161645,30726.76,137892,26205.13,166660,31674.2,177946,34623.52,39168,7671.61,30461,5111.1
272,002405.SZ,20180814,147820,30495.64,135280,27929.11,195244,40298.51,212557,43860.21,229892,47443.72,248604,51308.08,201477,41601.61,177991,36742.07,-20034,-3935.72
271,002405.SZ,20180815,104666,21561.18,120219,24823.31,173680,35832.66,166998,34449.74,183696,37916.28,196363,40487.33,153161,31612.3,131623,27162.04,53750,11316.01
270,002405.SZ,20180816,149107,30031.3,98597,19875.53,173738,35114.34,177865,35885.84,178312,35968.32,187480,37923.97,78990,16064.01,116203,23492.63,-111298,-22201.65
269,002405.SZ,20180817,101799,19905.99,66858,13122.84,131501,25762.13,115543,22668.66,106128,20812.95,144746,28306.09,46747,9152.28,59027,11535.76,-66447,-12872.69
268,002405.SZ,20180820,85023,16575.12,85636,16769.93,136369,26636.68,125304,24481.39,116121,22741.92,136630,26761.34,86622,17159.91,76566,15100.97,26422,5427.87
267,002405.SZ,20180821,114248,22520.03,65047,12837.08,135345,26692.56,118403,23369.64,101028,19940.79,147197,29041.66,30320,5993.72,50295,9898.72,-81043,-15938.19
266,002405.SZ,20180822,92905,18299.34,67264,13304.94,113582,22423.69,105134,20768.26,93774,18565.3,116365,22977.78,32133,6392.26,43631,8629.61,-15129,-2893
265,002405.SZ,20180823,85537,16744.72,79767,15675.86,116067,22748.12,106201,20845.82,98812,19397.73,118554,23232.25,33924,6688.59,29817,5825.23,-2157,-307.76
264,002405.SZ,20180824,90398,17497.83,48012,9336.44,95059,18437.06,88505,17183.22,68778,13368.76,92911,18009.26,18272,3541.42,43080,8316.15,-63626,-12258.36
263,002405.SZ,20180827,79835,15759.94,127338,25202.87,136004,26876.15,145856,28829.91,152778,30193.71,129935,25645.51,107098,21224.71,72586,14376.21,86621,17143.41
262,002405.SZ,20180828,103582,20913.88,74269,15018.8,140240,28345.79,120050,24265.35,133513,27002.51,143809,29081.42,63672,12909.46,102879,20806.07,-58413,-11719.9
261,002405.SZ,20180829,69871,13962.44,71397,14318.68,99908,20001.97,108860,21803.86,90722,18188.88,95895,19216.62,46064,9267.29,30413,6081.41,14945,3122.73
260,002405.SZ,20180830,85974,17088.45,39950,7948.6,90386,17991.22,80176,15956.13,51766,10310.6,86147,17142.49,17631,3514.13,39484,7857.18,-70902,-14058.37
259,002405.SZ,20180831,57780,11353.3,39155,7714.09,63368,12470.85,58009,11421.85,42819,8434.94,52717,10371.36,5094,1001.38,19180,3753.18,-23873,-4644.72
258,002405.SZ,20180903,62666,12394.07,73906,14658.13,99286,19663.34,93800,18568.54,84945,16843.25,90959,18036.3,43908,8742.74,32141,6380.43,46299,9276.66
257,002405.SZ,20180904,83861,17018.51,108720,22151,147616,29987.83,147120,29924.24,165985,33779.4,147708,30003.43,91050,18596.43,84964,17303.51,76046,15628.13
256,002405.SZ,20180905,88799,17911.07,49594,10022.17,106698,21549.58,105083,21240.13,88282,17857.27,124153,25073.6,37862,7676.34,42813,8658.37,-78924,-15887.52
255,002405.SZ,20180906,69330,13962.97,87589,17720.34,116561,23533.74,127111,25691.55,142122,28769.1,121793,24600.99,58305,11808.68,49824,10061.6,31011,6385.02
254,002405.SZ,20180907,124877,24866.02,90822,18307.87,148849,29822.1,143225,28793.29,140781,28426.12,169329,33987.12,59685,12067.84,70816,14093.79,-35923,-6880.22
253,002405.SZ,20180910,144744,27065.49,59006,11048.33,142788,26718.36,114958,21546.43,83814,15678.87,140032,26183.7,15054,2824.91,72405,13509.18,-109461,-20464.08
252,002405.SZ,20180911,51616,9486.76,39879,7349.25,69755,12839.23,60359,11116.07,47382,8738.43,64124,11798.09,7855,1447.02,12244,2248.04,6956,1310.39
251,002405.SZ,20180912,73764,13681.33,50609,9435.08,85077,15805.48,83762,15591.38,61450,11444.21,65176,12092.08,13965,2611.41,34709,6423.9,-20362,-3714.53
250,002405.SZ,20180913,59251,10934.35,49051,9088.01,80593,14897.79,66321,12281.99,52004,9638.54,54965,10165.69,11192,2076.47,32704,6011.47,-26342,-4829.77
249,002405.SZ,20180914,66035,12338.64,51014,9566.64,84080,15736.47,80624,15103.86,53644,10055.43,66275,12390.48,13774,2591.47,19620,3661.05,-46129,-8561.02
248,002405.SZ,20180917,65197,11676.19,36543,6557.24,72270,12950.01,65154,11684.63,45083,8074.58,72640,12997.75,14449,2586.4,22663,4047.56,-20686,-3676.42
247,002405.SZ,20180918,49251,8899.1,50225,9115.11,68861,12468.75,68615,12433.39,55715,10112.43,51434,9308.83,10027,1822.32,13579,2445.27,5872,1117.98
246,002405.SZ,20180919,62680,11650.29,78930,14714.22,89629,16675.67,102836,19141.14,73428,13672.44,65588,12190.32,41708,7794.87,20092,3747.59,37015,6955.02
245,002405.SZ,20180920,44941,8336.95,29831,5536.39,56254,10437.61,52745,9786.1,46685,8665.44,52944,9826.47,6091,1131.86,18451,3422.91,-23823,-4401.54
244,002405.SZ,20180921,61107,11318.38,60562,11282,80865,15003.71,84117,15650.35,62617,11644.81,68990,12782.15,32861,6149.64,23782,4402.06,10984,2157.42
243,002405.SZ,20180925,47012,8904.37,55859,10588.5,69085,13089.15,74687,14151.47,81352,15429.78,69387,13150.84,28583,5421.18,26100,4953.69,11839,2270.23
242,002405.SZ,20180926,48203,9090.64,43207,8169.58,65749,12410.81,64454,12180.22,62727,11858.77,62854,11870.71,12750,2414.82,18915,3554.54,-16743,-3117.09
241,002405.SZ,20180927,68129,12660.69,29891,5572.73,67994,12651.12,60882,11336.64,40833,7598.83,68161,12658.71,4414,815.95,22437,4158.52,-58033,-10770.21
240,002405.SZ,20180928,45054,8247.33,27576,5057.32,59243,10851.31,53206,9747.87,34581,6341.46,45734,8370.8,2989,548.98,15351,2813.1,-20250,-3695.67
239,002405.SZ,20181008,78890,13940.39,31738,5612.82,74638,13195.5,63555,11234.75,46549,8201.97,63936,11315.37,9622,1700.07,50471,8875,-61440,-10815.39
238,002405.SZ,20181009,38194,6676.51,27411,4800.54,46098,8061.98,45083,7892.11,22464,3934.45,30180,5271.94,5235,915.64,9316,1624,-12607,-2186.73
237,002405.SZ,20181010,33623,5901.22,32009,5635.88,43757,7691.23,48524,8532.31,28952,5098.1,28167,4941.92,5730,1010.19,3362,590.64,-6455,-1113.34
236,002405.SZ,20181011,101619,16505.88,43200,7063.81,99993,16264.8,88311,14424.61,62394,10131.88,77006,12512.27,11449,1837.85,66937,10739.73,-48572,-7920.08
235,002405.SZ,20181012,115787,17280.9,73930,11119.13,148586,22176.02,117004,17554.67,109235,16306.19,131081,19558.81,27983,4176.69,79576,11707.18,-46709,-6985.85
234,002405.SZ,20181015,70052,10451.65,51625,7700.56,85359,12762.14,72508,10831.85,41926,6265.03,63727,9526.81,7956,1181.78,17433,2601.39,-22868,-3362.5
233,002405.SZ,20181016,68842,9938.23,43008,6248.39,80284,11597.59,83068,12013.87,60707,8742.99,68712,9882.57,10116,1461.81,25160,3595.8,-44598,-6401.95
232,002405.SZ,20181017,63178,9098.21,69589,10057.99,95231,13733.45,97170,14030.24,62604,9043.38,57599,8307.15,18900,2750.81,15554,2230.47,24231,3552.86
231,002405.SZ,20181018,66605,9638.27,48486,7049.98,84413,12216.58,79412,11521.77,67446,9781.91,80133,11581.35,5377,780.83,15810,2264.48,-18862,-2695.27
230,002405.SZ,20181019,63026,9304.38,82687,12256.81,100307,14822.78,109423,16184.01,74236,11004.28,60310,8900.4,27097,4024.67,12246,1814.89,37260,5521.87
229,002405.SZ,20181022,74211,11596.87,88058,13782.46,125126,19549.66,119016,18578.19,110952,17311.4,95808,14945.15,20976,3274.99,28382,4427.11,29421,4587.08
228,002405.SZ,20181023,80503,12498.03,52101,8092.57,97938,15202.93,94493,14676.37,57266,8884.54,81244,12603.54,12525,1943.82,20393,3156.84,-50142,-7769.82
227,002405.SZ,20181024,54532,8400.21,40190,6200.26,77422,11942.37,68707,10597,36139,5575.1,53754,8287.36,4276,660.42,9718,1493.48,-9800,-1489.06
226,002405.SZ,20181025,64618,9614.87,49806,7442.85,78216,11644.81,78473,11697.82,52897,7906.02,61249,9116.32,10697,1605.71,16900,2514.42,-12409,-1821.62
225,002405.SZ,20181026,42653,6512.85,35496,5430.81,50839,7774.29,58659,8970.59,38341,5862.58,31498,4814.63,4733,724.06,10912,1657.75,-11533,-1745.13
224,002405.SZ,20181029,38122,5744.4,27431,4141.44,42955,6477.51,46222,6974.97,22193,3350.76,31072,4677.62,2668,404.32,1213,182.97,-9879,-1466.86
223,002405.SZ,20181030,55617,8199.22,46528,6900.22,71431,10547.86,72850,10774.6,35951,5343.79,42456,6251.77,3017,440.18,4182,604.47,-10718,-1543.39
222,002405.SZ,20181031,40818,6180.51,48757,7393.61,66621,10095.96,62005,9396.04,39129,5931.13,35195,5329.94,4783,726.74,5396,814.74,12360,1896.17
221,002405.SZ,20181101,94131,14976.99,121236,19372.26,145333,23195.83,160563,25645.87,135939,21738.18,107105,17105.55,45553,7313.54,32052,5100.86,17477,2906.71
220,002405.SZ,20181102,73832,11952.13,105017,17020.86,123238,19944.99,138149,22381.69,140469,22758.4,107253,17360.71,47356,7665.76,34477,5558.02,33433,5472.67
219,002405.SZ,20181105,70165,11280.01,45707,7356.92,90262,14521.78,82509,13281.03,59233,9545.7,78057,12563.7,12256,1981.33,25644,4127.17,-33702,-5392.34
218,002405.SZ,20181106,57377,9062.53,28804,4552.28,66687,10534.76,57753,9126.53,34235,5410.61,56769,8975.61,4419,697.7,19391,3051.18,-20146,-3174.68
217,002405.SZ,20181107,59529,9566.18,58470,9422.36,82982,13348.49,80674,12993.08,58648,9455.76,67693,10888.43,18319,2961.95,12641,2028.52,-1278,-155.42
216,002405.SZ,20181108,47256,7511.22,32075,5103.64,51391,8174.55,53262,8473.95,35567,5656.39,45996,7309.12,1796,285.71,4678,741.15,-27659,-4383.44
215,002405.SZ,20181109,31505,4953.02,22182,3489.14,45531,7158.79,43101,6780.12,29528,4645.58,34251,5385.28,4746,746.29,11777,1849.15,-6756,-1054.03
214,002405.SZ,20181112,39185,6210.18,59744,9532.1,74250,11802.21,75427,12002.38,53276,8486.08,51156,8128.97,34136,5460.3,14521,2295.34,36446,5826.53
213,002405.SZ,20181113,61123,9821.27,62441,10070.65,90000,14476.84,89137,14351.86,68058,10966.4,68734,11060.42,25412,4114.84,24281,3896.42,-7219,-1111.83
212,002405.SZ,20181114,57283,9274.42,74044,12022.62,93745,15196.24,96737,15706.67,84323,13700.52,70451,11432.33,32931,5355.72,27050,4365.28,13534,2255.9
211,002405.SZ,20181115,65898,10851.29,67849,11194.31,108738,17925.39,98756,16284.85,90780,14974.28,92946,15322.03,22574,3732.49,28438,4682.26,23200,3859.68
210,002405.SZ,20181116,67798,11274.41,73588,12280.01,98252,16362.11,107761,17963.95,100868,16831.92,96983,16143.68,32676,5459.36,21263,3540.17,-2178,-321.51
209,002405.SZ,20181119,74075,12142.62,40858,6703.31,93681,15357.49,108695,17824.92,78909,12939.86,76903,12616.46,9372,1539.93,29581,4835.2,-51685,-8452.73
208,002405.SZ,20181120,106533,17835.12,95705,16067.14,153674,25748.34,141879,23786.73,105287,17681.26,129418,21686.64,43320,7279.94,41813,7004.15,9223,1623.23
207,002405.SZ,20181121,66201,10685.2,52464,8484.8,78446,12668.88,80325,12974.94,47576,7693.53,57972,9361.64,11437,1850.84,12900,2077.07,-35315,-5677.76
206,002405.SZ,20181122,40965,6677.21,33904,5534.47,53815,8775.92,55205,9006.45,32164,5251.54,34573,5633.82,4846,791.13,8107,1321.06,-9982,-1611.62
205,002405.SZ,20181123,65604,10400.86,40237,6382.59,73023,11596.23,68726,10907.12,37316,5912.52,61604,9765.49,5460,862.04,10834,1716.45,-52390,-8313.04
204,002405.SZ,20181126,42009,6514.27,28150,4363.78,40154,6230.03,38113,5914.7,28424,4401.6,34236,5313.95,5892,916.69,15980,2470.16,-24153,-3723.25
203,002405.SZ,20181127,34212,5342.58,27938,4365.48,41166,6432.48,38305,5987.44,23669,3701.47,29720,4643.32,4193,655.27,7275,1135.56,-1010,-145.01
202,002405.SZ,20181128,40352,6266.75,38228,5962.16,52348,8146.3,53987,8407.02,32222,5022.85,35644,5538.92,13936,2182.87,10999,1710.67,455,102.22
201,002405.SZ,20181129,57298,8925.65,34858,5449.63,62701,9794.24,56518,8827.73,32593,5102.75,47885,7476.15,7812,1223.33,21143,3292.46,-44842,-6961.45
200,002405.SZ,20181130,46046,6964.44,33506,5083.46,53341,8075.01,53903,8168.15,30877,4666.85,35674,5390.07,9298,1410.44,16478,2475.07,-22814,-3443.01
199,002405.SZ,20181203,53717,8539.96,82610,13146.53,103209,16416.81,95741,15221.86,84757,13476.03,60951,9691.4,24739,3938.75,27120,4311.77,37528,6004.68
198,002405.SZ,20181204,45153,7187.17,29850,4754.36,57092,9088.88,51230,8156.66,30103,4795.12,48609,7735.76,4078,649.21,6736,1073.6,-8205,-1290.34
197,002405.SZ,20181205,39077,6136.76,25812,4058.36,46934,7373.81,52603,8266.55,23849,3749.51,36455,5723.68,10717,1687.82,5706,899.31,-2815,-431.09
196,002405.SZ,20181206,54903,8423.48,33905,5206.51,57287,8790.73,54940,8431.88,30173,4629.62,42066,6455.91,1723,264.51,13176,2014.03,-39563,-6061.99
195,002405.SZ,20181207,22796,3501.57,23216,3569.46,28240,4339.22,31062,4774.58,23030,3540.62,20002,3073.07,6273,965.27,6059,929.58,-2408,-363.08
194,002405.SZ,20181210,30147,4578.57,18755,2851.37,32838,4989.39,27199,4133.91,17023,2586.42,28096,4265.36,1956,297.89,7915,1201.64,-11180,-1691.49
193,002405.SZ,20181211,25795,3912.52,16732,2539.1,28042,4255.43,36116,5480.84,16678,2532.19,17456,2648.8,1660,251.94,1871,283.33,-11050,-1670.6
192,002405.SZ,20181212,25290,3887.64,25045,3854.84,38996,6001.3,33047,5084.21,21256,3270.87,24776,3808.97,3755,578.75,6429,990.53,-299,-36.86
191,002405.SZ,20181213,29271,4527.04,44000,6821.35,51805,8020.73,54272,8404.61,46490,7211.34,38355,5940.95,12729,1976.78,3669,568.99,27496,4274.77
190,002405.SZ,20181214,47554,7275.3,20085,3077.78,46699,7151.93,43889,6718.17,22012,3374.48,53748,8233.31,15905,2439.48,14447,2211.93,-48330,-7385.67
189,002405.SZ,20181217,26338,3961.56,18154,2733.97,29592,4452.85,30159,4535.24,13015,1958.6,20282,3052.21,4486,675.53,4836,727.11,-1214,-172.4
188,002405.SZ,20181218,27177,4090.07,20684,3120.93,39781,5992.87,31897,4810.67,14795,2231.06,21976,3303.88,234,35.47,7431,1113.98,-922,-123.89
187,002405.SZ,20181219,36118,5406.66,20128,3019.74,41432,6213.92,35129,5261.25,12444,1861.22,29774,4462.35,0,0,4962,738.48,-19366,-2876.66
186,002405.SZ,20181220,32650,4837.64,23607,3511.88,37887,5619.67,39860,5920.8,25742,3830.61,34330,5087.98,8421,1253.82,6904,1021.09,5509,838.86
185,002405.SZ,20181221,44248,6639.41,32225,4846.49,52329,7860.43,48910,7356.47,31742,4781.24,45603,6847.15,3126,471.69,4708,702.65,-23498,-3497.24
184,002405.SZ,20181224,22403,3367.65,26309,3958.73,32636,4908.9,31964,4807.48,16040,2415.13,14087,2117.83,3581,538.37,2300,346.01,4754,721.37
183,002405.SZ,20181225,66483,9680.95,37842,5527.65,67142,9788.7,66451,9691.44,33461,4877.82,39820,5802.62,3002,438.74,25976,3764.49,-41702,-6049.83
182,002405.SZ,20181226,31510,4608.64,24439,3579.69,35508,5197.32,33620,4922.98,15626,2286.9,24968,3649.15,4958,725.65,4574,666.69,-14885,-2168.87
181,002405.SZ,20181227,70386,10116.42,31105,4501.47,75744,10919.16,62298,8995.49,44906,6488.59,68674,9892.88,1843,265.24,30804,4399.56,-60655,-8731.93
180,002405.SZ,20181228,52730,7514.49,38658,5522.9,56966,8127.52,59933,8557.09,40265,5754.82,46835,6667.41,4530,647.23,9064,1296.67,-5162,-720.61
179,002405.SZ,20190102,40827,5768.69,26584,3762.47,43753,6185.64,46857,6628.5,24075,3407.31,27014,3815.8,0,0,8200,1154.87,-1775,-232.56
178,002405.SZ,20190103,49868,7149.7,52530,7548.04,63240,9076.74,58347,8381.26,48595,6978.16,45597,6545.86,15076,2175.42,20306,2904.86,15220,2187.48
177,002405.SZ,20190104,48265,7018.18,71666,10473.17,74394,10851.28,88742,12959.33,83203,12197.2,56820,8301.75,23803,3501.68,12437,1834.08,48509,7122.91
176,002405.SZ,20190107,69084,10462.07,83006,12631.93,96909,14705.87,103296,15694.87,105822,16083.83,92017,13937.89,25578,3899.38,19073,2886.47,56064,8512.65
175,002405.SZ,20190108,63040,9554.13,30026,4554.63,54818,8310.34,54649,8285.02,27721,4202.74,54200,8214.48,9738,1474.24,16442,2487.33,-16838,-2539.77
174,002405.SZ,20190109,50388,7697.65,58173,8894.6,80230,12261.52,75369,11517.33,71355,10912.6,78710,12031,22615,3457.95,12336,1886.8,24027,3713.06
173,002405.SZ,20190110,47181,7163.75,29165,4435.19,52704,8006.86,49284,7491.47,27267,4151.39,46646,7085.89,8911,1358.43,10967,1667.89,-20213,-3052.78
172,002405.SZ,20190111,92326,14443.15,128500,20104.46,135770,21231.93,150971,23606.18,136508,21331.36,105689,16528.95,40471,6339.74,19916,3106.59,105912,16575.4
